molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,document_chembl_id,target_chembl_id,target_pref_name,target_organism,assay_type,activity_comment
CHEMBL142652,OC[C@H]1O[C@@H](Oc2cc(O)cc(/C=C/c3ccc(O)cc3)c2)[C@H](O)[C@@H](O)[C@@H]1O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL142703,N#C[C@@H]1CCCN1C(=O)CNC12CC3CC(CC(O)(C3)C1)C2,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1428,COCCOC(=O)C1=C(C)NC(C)=C(C(=O)OC(C)C)C1c1cccc([N+](=O)[O-])c1,Potency,,17782.8,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1428317,O=C1NC(=S)NC(=O)C1=NNc1ccc(S(=O)(=O)N2CCc3ccccc32)cc1,EC50,=,620.0,nm,6.21,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1429,N=C(N)NCCC[C@@H](NC(=O)[C@@H]1CCCN1C(=O)[C@@H]1CSSCCC(=O)N[C@@H](Cc2ccc(O)cc2)C(=O)N[C@@H](Cc2ccccc2)C(=O)N[C@@H](CCC(N)=O)C(=O)N[C@@H](CC(N)=O)C(=O)N1)C(=O)NCC(N)=O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL142992,CC(C)N(CCc1c[nH]c2ccccc12)Cc1ccc(/C=C/C(=O)NO)cc1,IC50,=,5870.0,nm,5.23,CHEMBL1820401,CHEMBL1817582,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1430,CC(C)(S)[C@@H](N)C(=O)O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1431,CN(C)C(=N)NC(=N)N,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1432154,Cc1ccc(C(=O)CC(=O)COc2ccc(Cl)cc2C)cc1,EC50,=,820.0,nm,6.09,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1434,CN(C)c1ccc(O)c2c1C[C@H]1C[C@H]3[C@H](N(C)C)C(O)=C(C(N)=O)C(=O)[C@@]3(O)C(O)=C1C2=O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1435,Cc1nnc(SCC2=C(C(=O)O)N3C(=O)[C@@H](NC(=O)Cn4cnnn4)[C@H]3SC2)s1,AC50,>,300000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1436,CO/N=C(\C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(COC(N)=O)CS[C@H]12)c1ccco1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1436268,Nc1nc2c(nc(Br)n2C2O[C@H]3CO[P@@](=O)([O-])O[C@@H]3C2O)c(=O)[nH]1.[Na+],Potency,,5623.4,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1437,NC[C@H](O)c1ccc(O)c(O)c1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL14370,CCOc1ccccc1OC(c1ccccc1)C1CNCCO1,AC50,=,11600.1,nm,4.94,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL14376,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1,AC50,=,150.0,nm,6.82,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1437764,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1ccnc1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1439973,CC(C)(O)C(Cl)(Cl)Cl,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1439973,CC(C)(O)C(Cl)(Cl)Cl,IC50,=,4365158.32,nm,,CHEMBL1676103,CHEMBL1671772,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1440,CN(C)[C@@H]1C(O)=C(C(N)=O)C(=O)[C@@]2(O)C(O)=C3C(=O)c4c(O)cccc4[C@@](C)(O)[C@H]3C[C@@H]12,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1440100,CCCn1c(SCC(N)=O)nc2c(c1=O)C1(CCCC1)Cc1ccccc1-2,EC50,=,4670.0,nm,5.33,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1441,CCc1cc(C(N)=S)ccn1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1441961,CC(C)=CCOc1ccc(/C=C/C(=O)c2ccc(OCC=C(C)C)cc2OCC(=O)O)cc1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1442113,CCCCCCc1ccc(-c2ccc(C#N)cc2)cc1,Potency,,6309.6,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1442422,CN(C)CCN1C(=O)c2ccccc2N(C)c2ccccc21,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1442921,[O-]/[N+](=N/c1ccccc1)c1ccccc1,Potency,,50118.7,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1443,CCOc1ccc2ccccc2c1C(=O)N[C@@H]1C(=O)N2[C@@H]1SC(C)(C)[C@@H]2C(=O)O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1445,C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@@]3(F)[C@@H](O)C[C@@]21C,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1445436,O=C(Nc1nc(=O)c2ccccc2s1)c1ccc(Cl)cc1,EC50,=,840.0,nm,6.08,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1446511,CCCCOC(=O)COc1ccc(Cl)cc1Cl,Potency,,50118.7,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL144673,CCCCC(CC)CN1CN(CC(CC)CCCC)CC(C)(N)C1,AC50,=,750.0,nm,6.12,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1447,CCC[C@@H]1C[C@@H](C(=O)N[C@@H]([C@H]2O[C@H](SC)[C@H](O)[C@@H](O)[C@H]2O)[C@@H](C)O)N(C)C1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1447734,CCOc1ccccc1NC(=S)NC(=O)c1ccco1,EC50,=,1250.0,nm,5.90,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1448,O=C(Nc1ccc([N+](=O)[O-])cc1Cl)c1cc(Cl)ccc1O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1448187,Cl.Cl.OCCN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,Potency,,501.2,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,active
CHEMBL1448331,c1ccc(P(c2ccccc2)c2ccccc2)cc1,Potency,,14125.4,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1448387,Oc1cc2c(cc1O)[C@H]1c3ccc(O)c(O)c3OC[C@@]1(O)C2,Potency,,22387.2,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1449,CC1(C)S[C@@H]2[C@H](NC(=O)[C@H](C(=O)O)c3ccsc3)C(=O)N2[C@H]1C(=O)O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1449018,CC(C)Nc1ccc(Nc2ccccc2)cc1,Potency,,15848.9,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1449159,Cl.O=C(OCCN1CCOCC1)C1(c2ccccc2)CCCCC1,Potency,,5011.9,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inactive
CHEMBL1449245,CCCCCC/C(C=O)=C\c1ccccc1,Potency,,50.1,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1449651,N.S=C(S)N1CCCC1,Potency,,3548.1,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,active
CHEMBL1449676,Cc1ncc([N+](=O)[O-])n1CC(O)CCl,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1449916,Cc1ccc(NC(=S)c2nc3ccccc3s2)cc1,EC50,=,460.0,nm,6.34,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL145,O=C(O)/C=C/c1ccc(O)c(O)c1,Potency,,2511.9,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1450,O=C1C(O)=C([C@H]2CC[C@H](c3ccc(Cl)cc3)CC2)C(=O)c2ccccc21,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1450018,O=[N+]([O-])c1ccccc1Nc1ccccc1,Potency,,35481.3,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,active
CHEMBL1450327,CCCCOC(=O)c1ccccc1C(=O)OCc1ccccc1,Potency,,25118.9,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1451,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1451741,O=C(O)c1ccc(Cl)cc1Nc1nc2cc(Cl)ccc2o1,EC50,=,11260.0,nm,4.95,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1451741,O=C(O)c1ccc(Cl)cc1Nc1nc2cc(Cl)ccc2o1,EC50,=,12000.0,nm,4.92,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1452158,CCN(CC)c1ccc(N)cc1,Potency,,10000.0,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1453439,O=C(/C=C/c1ccccc1)CC(=O)c1ccccc1O,EC50,=,2670.0,nm,5.57,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1454,c1ccc([C@H]2CN3CCSC3=N2)cc1,AC50,=,18814.8,nm,4.73,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1454910,O=[N+]([O-])c1ccc(O)c2ncccc12,AC50,=,28000.1,nm,4.55,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1454946,COC(=O)Nc1nc2cc(C(=O)c3ccc(F)cc3)ccc2[nH]1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1455,CN(C)c1nc(N(C)C)nc(N(C)C)n1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1455226,Cc1ccccc1N1C(=O)/C(=C/c2ccco2)C(=O)NC1=S,EC50,=,710.0,nm,6.15,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1456,COc1c(C)c2c(c(O)c1C/C=C(\C)CCC(=O)OCCN1CCOCC1)C(=O)OC2,AC50,=,12999.9,nm,4.89,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1456417,C[N+]1(C)C2CCC1CC(OC(=O)c1c[nH]c3ccccc13)C2.[I-],Potency,,25118.9,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1457,COc1ccc2c3c1O[C@H]1C(=O)CC[C@H]4[C@@H](C2)N(C)CC[C@]314,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1458320,CC1CN(C(=S)NC(=O)c2ccc(Cl)cc2)CC(C)O1,EC50,=,5660.0,nm,5.25,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL1458833,COc1ccc(/C=C2\SC(=N)N(c3nccs3)C2=O)cc1OC,EC50,=,84700.0,nm,4.07,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL145939,O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1,Ki,=,1000.0,nm,6.00,CHEMBL816205,CHEMBL1135811,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL145939,O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1,Ki,=,1000.0,nm,6.00,CHEMBL875187,CHEMBL1142766,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL145939,O=S(=O)(c1ccccc1)C1CCN(CCc2ccc(F)cc2F)CC1,Ki,=,1000.0,nm,6.00,CHEMBL1027667,CHEMBL1137783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146,Cc1cc(C(C)(C)C)c(O)c(C(C)(C)C)c1,Potency,,11220.2,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,inconclusive
CHEMBL1460,O=c1[nH]cnc2c1ncn2[C@H]1CC[C@@H](CO)O1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL146095,O=C(OCC(O)CO)c1ccccc1Nc1ccnc2cc(Cl)ccc12,AC50,=,1400.0,nm,5.85,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1461,O=C(O)c1cc(O)ccc1O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL146144,OC1c2ccccc2CCC12CCN(CCc1ccccc1)CC2,Ki,=,1200.0,nm,5.92,CHEMBL816205,CHEMBL1135811,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146144,OC1c2ccccc2CCC12CCN(CCc1ccccc1)CC2,Ki,=,1200.0,nm,5.92,CHEMBL1027667,CHEMBL1137783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146233,COc1ccc2c(c1)CCC1(CCN(CCc3ccc(F)cc3F)CC1)O2,Ki,=,20.0,nm,7.70,CHEMBL816205,CHEMBL1135811,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146233,COc1ccc2c(c1)CCC1(CCN(CCc3ccc(F)cc3F)CC1)O2,Ki,=,20.0,nm,7.70,CHEMBL1027667,CHEMBL1137783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1462584,Brc1ccccc1-c1ccccc1,Potency,,28183.8,nm,,CHEMBL1794573,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,active
CHEMBL1463,Nc1nc(=O)[nH]cc1F,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1463345,C[C@]12CCC(=O)C=C1C=C[C@@H]1[C@@H]2CC[C@@]2(C)[C@H]1CC[C@@]21CCC(=O)O1,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1463540,O=c1n(Cc2ccc(Cl)cc2)c2sc3c(c2c2ncnn12)CCCC3,IC50,=,6300.0,nm,5.20,CHEMBL4011543,CHEMBL4007512,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1464,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL1464333,O=C(c1ccccc1)N1CCN(CCc2ccccc2)CC1,Kd,=,1812.0,nm,5.74,CHEMBL3591516,CHEMBL3588758,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,
CHEMBL1464333,O=C(c1ccccc1)N1CCN(CCc2ccccc2)CC1,Ki,=,5418.0,nm,5.27,CHEMBL3591513,CHEMBL3588758,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,
CHEMBL1464647,Oc1c(N=NC(S)=Nc2ccccc2F)c2ccccc2n1Cc1ccccc1,EC50,=,890.0,nm,6.05,CHEMBL1614446,CHEMBL1201862,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,Active
CHEMBL146485,NC(=O)c1cccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)c1,Ki,=,7143.0,nm,5.15,CHEMBL816205,CHEMBL1135811,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146485,NC(=O)c1cccc(S(=O)(=O)C2CCN(CCc3ccc(F)cc3F)CC2)c1,Ki,=,7143.01,nm,5.15,CHEMBL1027667,CHEMBL1137783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146595,O=S1(=O)c2ccccc2CCC12CCN(CCc1ccc(F)cc1F)CC2,Ki,=,570.0,nm,6.24,CHEMBL816205,CHEMBL1135811,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146595,O=S1(=O)c2ccccc2CCC12CCN(CCc1ccc(F)cc1F)CC2,Ki,=,570.0,nm,6.24,CHEMBL1027667,CHEMBL1137783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1466,O=c1oc2ccccc2c(O)c1Cc1c(O)c2ccccc2oc1=O,AC50,>,30000.0,nm,,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL146620,O=C(CN1CCC(S(=O)(=O)c2ccccc2)CC1)c1ccc(F)cc1,Ki,=,6800.0,nm,5.17,CHEMBL816205,CHEMBL1135811,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL146620,O=C(CN1CCC(S(=O)(=O)c2ccccc2)CC1)c1ccc(F)cc1,Ki,=,6800.0,nm,5.17,CHEMBL1027667,CHEMBL1137783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
