molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pchembl_value,assay_chembl_id,document_chembl_id,target_chembl_id,target_pref_name,target_organism,assay_type,activity_comment
CHEMBL4093905,C/C(N)=N\C(=N/S(=O)(=O)c1ccc(Cl)cc1)N1C[C@H](c2ccccc2)C(c2ccc(Cl)cc2)=N1,IC50,>=,100000.0,nm,,CHEMBL3993788,CHEMBL3992534,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4093952,C[C@@H]1CC[C@H](Nc2ncc(C(N)=O)c3sc(-c4ccccc4)cc23)[C@H](C)N1,IC50,=,8400.0,nm,5.08,CHEMBL4037438,CHEMBL4033783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094016,CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)OCCC2.Cl,IC50,=,2900.0,nm,5.54,CHEMBL4019656,CHEMBL4017515,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094125,CC1(C(=O)N2CCC[C@@H](c3nc(-c4ccc(C(=O)Nc5cc(C(F)(F)F)ccn5)cc4)c4c(N)nccn34)C2)COC1,IC50,=,3500.0,nm,5.46,CHEMBL4057949,CHEMBL4052776,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094163,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,IC50,=,180.0,nm,6.75,CHEMBL4832854,CHEMBL4831515,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,
CHEMBL4094163,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,IC50,=,186.0,nm,6.73,CHEMBL4052442,CHEMBL4049458,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094163,Cc1cc(/C=C/C#N)cc(C)c1Oc1nc(NC2CCN(Cc3ccc(S(N)(=O)=O)cc3)CC2)nc2ccsc12,IC50,=,186.0,nm,6.73,CHEMBL4359448,CHEMBL4354878,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094177,OC(Cc1cccnc1-c1cc(Cl)cc(Cl)c1)(c1cccnc1)c1cccnc1,IC50,>,30000.0,nm,,CHEMBL4004505,CHEMBL4002640,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094185,CN(C)C(=O)c1cccc(-c2ccc(F)cc2CC(c2cccnc2)c2cccnc2)c1,IC50,=,26400.0,nm,4.58,CHEMBL4004505,CHEMBL4002640,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL409419,Cc1cc(C)n(-c2cc(NC(=O)CN3CCCN(C)CC3)nc(-c3ccc(C)o3)n2)n1,IC50,=,285.0,nm,6.54,CHEMBL949251,CHEMBL1142327,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094315,O=C(CCCCCCNc1ncnc2ccc(F)cc12)NO,IC50,>,30000.0,nm,,CHEMBL4047676,CHEMBL4043255,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094377,CC(C)(NCc1cc([C@]2(C)CCSC(N)=N2)c(F)cc1F)C(F)(F)F,IC50,=,11200.0,nm,4.95,CHEMBL4042710,CHEMBL4041533,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094440,NS(=O)(=O)c1cncc(-c2nc(NCc3ccccn3)c3c(-c4ccccc4)cccc3n2)c1,IC50,=,1900.0,nm,5.72,CHEMBL4015498,CHEMBL4014310,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,
CHEMBL4094458,Cc1cc(CNc2nc(N)nc3ccn(Cc4ccccn4)c23)no1,IC50,=,1200.0,nm,5.92,CHEMBL4030710,CHEMBL4028850,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL409449,O=C(O)c1ccccc1N1CCC(CN2CCC(Oc3ccc(CO)c(Cl)c3)CC2)CC1,IC50,=,645654229.03,nm,,CHEMBL948146,CHEMBL1142336,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094570,OC(c1cccnc1-c1cccc(Cl)c1)C(c1cccnc1)c1ncco1,IC50,>,30000.0,nm,,CHEMBL4004505,CHEMBL4002640,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094575,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(C(=O)C2CC2(F)F)CC4)cc1,IC50,=,4900.0,nm,5.31,CHEMBL4011543,CHEMBL4007512,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL409459,Cc1cc(C)n(-c2cc(NC(=O)CN3CCC(CN(C)C)CC3)nc(-c3ccc(C)o3)n2)n1,IC50,=,1670.0,nm,5.78,CHEMBL949251,CHEMBL1142327,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094682,CN([C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)[C@@H](C#N)C1)C1(C)COC1,IC50,=,46000.0,nm,4.34,CHEMBL4033008,CHEMBL4028908,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094806,C[C@@H]1c2nnn(-c3cc(F)ccn3)c2CCN1C(=O)c1cccc(C(F)(F)F)c1Cl,IC50,>,10000.0,nm,,CHEMBL4054757,CHEMBL4052642,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094822,CCOC(=O)C1=C(CN2CCO[C@H](C)[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(F)cc1Br,IC50,>,30000.0,nm,,CHEMBL4028623,CHEMBL4024802,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094901,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(C(C)(C)O)nc2)C3)ccc2c1COC2=O,IC50,=,29000.0,nm,4.54,CHEMBL4004312,CHEMBL4002630,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4094942,COc1ccc2ccc(=O)n(C[C@H](N)[C@@H]3CC[C@@H](NCc4ccc5c(n4)NC(=O)CO5)CO3)c2n1,IC50,=,52000.0,nm,4.28,CHEMBL4051787,CHEMBL4049439,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095001,CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=NC1c1ccc(Cl)cc1Cl,IC50,>,30000.0,nm,,CHEMBL4028623,CHEMBL4024802,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095018,COc1ccc(CN(CC(=O)N2CCC(CN)CC2)c2ccc(C#N)cc2)cc1F,IC50,=,12400.0,nm,4.91,CHEMBL4019810,CHEMBL4017519,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095097,COc1ccc(Cn2c(=O)n3ncnc3c3c4c(sc32)CN(CC2CCOCC2)CC4(F)F)cc1,IC50,=,9200.0,nm,5.04,CHEMBL4011543,CHEMBL4007512,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095178,COc1cccnc1Cn1ccc2nc(N)nc(NCc3cc(C)on3)c21,IC50,=,1600.0,nm,5.80,CHEMBL4030710,CHEMBL4028850,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095361,Cc1nnc(-c2cccc(CN3CCN(C(=O)c4ccc(C[C@@H]5CC[C@H]([C@H](O)c6ccccc6)N5)cc4)CC3)n2)o1,IC50,>,60000.0,nm,,CHEMBL4004026,CHEMBL4002615,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095407,CCOC(=O)C1=C(CN2CCOC[C@H]2C(=O)O)NC(c2nccs2)=N[C@H]1c1ccc(Cl)cc1Cl,IC50,>,30000.0,nm,,CHEMBL4028623,CHEMBL4024802,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095422,Cc1nsc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)n1,IC50,=,9000.0,nm,5.05,CHEMBL4030033,CHEMBL4028831,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095422,Cc1nsc(N2CCC3(CCN(C[C@H](O)c4ccc5c(c4C)COC5=O)CC3)C2=O)n1,IC50,=,14500.0,nm,4.84,CHEMBL4030012,CHEMBL4028831,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095544,COc1ccc(-c2c[nH]c(C(C)(C)N)n2)cc1,IC50,>,16000.0,nm,,CHEMBL3992697,CHEMBL3992487,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095741,Cc1ccnc(-n2nnc3c2CCN(C(=O)c2cccc(C(F)(F)F)c2Cl)[C@@H]3C)n1,IC50,>,10000.0,nm,,CHEMBL4054757,CHEMBL4052642,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095750,COc1cccc(-c2ncccc2CC(c2cccnc2)c2cccnc2)c1,IC50,>,30000.0,nm,,CHEMBL4004505,CHEMBL4002640,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095759,CCCCc1cc(OC2CCN(CCCCS(=O)(=O)C(C)(C)C)CC2)c2ncccc2c1.Cl.Cl,IC50,=,302.0,nm,6.52,CHEMBL4047735,CHEMBL4043263,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4095883,Cn1c(C#N)ccc1-c1ccc(O)cc1F,IC50,>,100000.0,nm,,CHEMBL4040303,CHEMBL4038318,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096023,CCOC(=O)C1=C(CN2CCOCC2)NC(n2ncnn2)=NC1c1ccc(F)cc1Br,IC50,>,10000.0,nm,,CHEMBL4028623,CHEMBL4024802,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096097,Cc1cnc(COc2nc(N)nc3ccn(Cc4ccccn4)c23)s1,IC50,=,44700.0,nm,4.35,CHEMBL4030710,CHEMBL4028850,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096145,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N,IC50,=,300.0,nm,6.52,CHEMBL4054843,CHEMBL4052645,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096145,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N,IC50,=,3800.0,nm,5.42,CHEMBL4054845,CHEMBL4052645,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096149,Nc1ccccc1NC(=O)c1ccc(N2CCN(C(=O)/C=C/c3ccc(F)cc3)CC2)cc1,IC50,=,32600.0,nm,4.49,CHEMBL4022306,CHEMBL4020782,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096195,CC(C)[C@@]1(C(=O)O)CC[C@@](C)(c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,IC50,>,60000.0,nm,,CHEMBL3999906,CHEMBL3997842,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096279,CN1[C@@H]2CC[C@H]1c1c(sc(NC(=O)Nc3ccc(Cl)cc3)c1C(N)=O)C2.Cl,IC50,=,5600.0,nm,5.25,CHEMBL4048003,CHEMBL4043273,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096316,NC(=O)c1ccc(-c2cccc3nc(-c4cncnc4)nc(NCc4ccccn4)c23)cc1,IC50,=,1300.0,nm,5.89,CHEMBL4015498,CHEMBL4014310,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,
CHEMBL4096341,Cc1ncn(-c2ccc(C(=O)N[C@H]3[C@H]4CC[C@H]3N(c3ncc(Cl)c5cnoc35)C4)c(Cl)c2)n1,IC50,>,10000.0,nm,,CHEMBL4018116,CHEMBL4017471,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096468,NC1(Cc2nc(-c3ccc(OC(F)(F)F)cc3)c[nH]2)COC1,IC50,=,10000.0,nm,5.00,CHEMBL3992708,CHEMBL3992487,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096468,NC1(Cc2nc(-c3ccc(OC(F)(F)F)cc3)c[nH]2)COC1,IC50,=,14000.0,nm,4.85,CHEMBL3992697,CHEMBL3992487,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL409648,COc1ccccc1Oc1cccc(CN2CCC3(CC2)CCN(C(=O)c2ccc(Cl)cc2)CC3)c1,IC50,=,100.0,nm,7.00,CHEMBL948146,CHEMBL1142336,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096683,NC(=O)c1ccc(N[C@H]2CCCNC2)c2cc(-c3ccccc3)[nH]c12,IC50,=,11600.0,nm,4.94,CHEMBL4037438,CHEMBL4033783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096795,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)nc4)cc23)CC[C@]1(C)N,IC50,=,4100.0,nm,5.39,CHEMBL4054845,CHEMBL4052645,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096821,N#C[C@H]1CCOC[C@@H]1n1cc(C(N)=O)c(Nc2ccc(-n3ccnn3)cc2)n1,IC50,=,13200.0,nm,4.88,CHEMBL4033008,CHEMBL4028908,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4096875,CN(C/C=C/c1ccc(C(F)(F)F)cc1)Cc1ccc2c(c1)CCO2.Cl,IC50,=,2200.0,nm,5.66,CHEMBL4019656,CHEMBL4017515,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097019,CCOc1cc(C(=O)Nc2cc(C(F)(F)F)ccn2)ccc1-c1nc(C23CCC(C(=O)O)(CC2)CC3)n2ccnc(N)c12,IC50,=,26000.0,nm,4.58,CHEMBL3999906,CHEMBL3997842,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097181,CCOC(=O)C1=C(CN2CCOCC2C(=O)OC(C)C)NC(c2nccs2)=NC1c1ccc(F)cc1Br,IC50,>,10000.0,nm,,CHEMBL4028623,CHEMBL4024802,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097247,COCCC(=O)N1CCO[C@@H](c2nc(-c3ccc(C(=O)Nc4cc(C(F)(F)F)ccn4)cc3)c3c(N)nccn23)C1,IC50,=,5800.0,nm,5.24,CHEMBL4057949,CHEMBL4052776,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097298,COc1cncc(Cc2cc(-c3ccccc3)no2)c1,IC50,=,23000.0,nm,4.64,CHEMBL4016929,CHEMBL4014346,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097359,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(C#N)nc2)C3)ccc2c1COC2=O,IC50,=,1200.0,nm,5.92,CHEMBL4004312,CHEMBL4002630,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097415,Cc1c([C@@H](O)CN2CCC3(CC2)CN(c2ccc(=O)n(C)n2)C(=O)CO3)ccc2c1COC2=O,IC50,=,46000.0,nm,4.34,CHEMBL4030012,CHEMBL4028831,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097424,CN(c1ncc(C(N)=O)c2sc(-c3ccccc3)cc12)[C@H]1CCCNC1,IC50,=,2700.0,nm,5.57,CHEMBL4037438,CHEMBL4033783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097638,CC(C)c1noc(N2CCC([C@H]3C[C@H]3CCOc3ccc(CC(=O)N4CCC4)c(F)c3)CC2)n1,IC50,=,7000.0,nm,5.16,CHEMBL3997333,CHEMBL3994654,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097667,c1cncc(-c2ccccc2CC(c2cccnc2)c2cccnc2)c1,IC50,>,30000.0,nm,,CHEMBL4004505,CHEMBL4002640,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097890,COc1ccc2ncc(F)c([C@@H](O)CC[C@@H]3CCN(C4CC(c5cc(F)cc(F)c5)C4)C[C@@H]3C(=O)O)c2c1,IC50,=,14100.0,nm,4.85,CHEMBL4036596,CHEMBL4033742,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4097937,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3cccs3)sc12,IC50,>,30000.0,nm,,CHEMBL4037438,CHEMBL4033783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098051,CCc1cnc(N2CCC([C@H]3C[C@H]3CCOc3ccc(CC(=O)N4CCC4)c(F)c3)CC2)nc1,IC50,=,3200.0,nm,5.50,CHEMBL3997333,CHEMBL3994654,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098143,Cn1nc(N2CCC3(CCN(C[C@H](O)c4ccc(-n5cnnn5)nn4)CC3)C2=O)ccc1=O,IC50,=,3100.0,nm,5.51,CHEMBL4030012,CHEMBL4028831,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098192,CCCCc1cc(OC2CCN(CCCCNS(C)(=O)=O)CC2)c2ncccc2c1.Cl.Cl,IC50,=,19.95,nm,7.70,CHEMBL4047735,CHEMBL4043263,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098260,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O,IC50,=,11700.0,nm,4.93,CHEMBL4004321,CHEMBL4002630,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098260,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O,IC50,=,11700.0,nm,4.93,CHEMBL4030033,CHEMBL4028831,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098260,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O,IC50,=,14400.0,nm,4.84,CHEMBL4004312,CHEMBL4002630,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098260,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O,IC50,=,14400.0,nm,4.84,CHEMBL4030012,CHEMBL4028831,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098331,NC(=O)c1cnc(N(CCc2ccccc2)[C@H]2CCCNC2)c2cc(-c3ccccc3)sc12,IC50,=,2100.0,nm,5.68,CHEMBL4037438,CHEMBL4033783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098403,C[C@@]1(c2cc(CNC3(C(F)(F)F)CC3)c(F)cc2F)CCSC(N)=N1,IC50,=,3500.0,nm,5.46,CHEMBL4042710,CHEMBL4041533,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098434,CCOC(=O)C1=C(CN2CC[S+]([O-])CC2)NC(c2nccs2)=NC1c1ccc(F)cc1Br,IC50,=,5740.0,nm,5.24,CHEMBL4028623,CHEMBL4024802,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098469,N#Cc1cccc(-c2cccc(Cl)c2CC(c2cccnc2)c2cccnc2)c1,IC50,=,2560.0,nm,5.59,CHEMBL4004505,CHEMBL4002640,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL409849,O=C(c1cc[n+]([O-])cc1)N1CCC2(CCN(Cc3cccc(Oc4ccccc4)c3)CC2)CC1,IC50,=,14125.38,nm,4.85,CHEMBL948146,CHEMBL1142336,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098533,Cc1cc(CNc2nc(N)nc3ccn(Cc4cc(Cl)ccn4)c23)no1,IC50,=,500.0,nm,6.30,CHEMBL4030710,CHEMBL4028850,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098778,N=C(NCCCOc1ccc(F)cc1)Nc1ccc(I)cc1,IC50,=,109.1,nm,6.96,CHEMBL4017746,CHEMBL4017455,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098810,CCc1nc2ccc(N3CCN(CC(=O)N4CC(O)C4)CC3)cn2c1N(C)c1nc(-c2ccc(F)cc2)cs1,IC50,>,33000.0,nm,,CHEMBL4051888,CHEMBL4049443,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098822,O=C(c1cc(F)cc(Cl)c1)N1CCn2nc(-c3ccc(F)cn3)cc2C1,IC50,=,15000.0,nm,4.82,CHEMBL4046796,CHEMBL4043199,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098822,O=C(c1cc(F)cc(Cl)c1)N1CCn2nc(-c3ccc(F)cn3)cc2C1,IC50,=,15000.0,nm,4.82,CHEMBL4427261,CHEMBL4425158,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098840,CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)nc4)cc23)CC[C@]1(C)N,IC50,=,35000.0,nm,4.46,CHEMBL4054845,CHEMBL4052645,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098878,NC(=O)c1cnc(N[C@H]2CCCNC2)c2cc(-c3cccc(F)c3)sc12,IC50,=,14200.0,nm,4.85,CHEMBL4037438,CHEMBL4033783,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4098917,CCCCc1cc(OC2CCN(CCCS(=O)(=O)CC)CC2)c2ncccc2c1.Cl.Cl,IC50,=,75.86,nm,7.12,CHEMBL4047735,CHEMBL4043263,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099050,CCOC(=O)c1c(CN2CCOCC2)nc(-c2nccs2)nc1-c1ccc(F)cc1Br,IC50,>,10000.0,nm,,CHEMBL4028623,CHEMBL4024802,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099186,O=C(Cc1ccc(OCC[C@@H]2C[C@@H]2C2CCN(c3ncc(Cl)cn3)CC2)c(F)c1)N1CCC1,IC50,=,3500.0,nm,5.46,CHEMBL3997333,CHEMBL3994654,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099219,O=c1c2ccccc2oc2c(Cc3ccc4c(c3)OCO4)[nH]c(-c3nccs3)c12,IC50,>,10000.0,nm,,CHEMBL4014095,CHEMBL4011656,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099387,CN(Cc1ccccn1)Cc1ccccc1CNc1ccnc2cc(Cl)ccc12,IC50,=,870.0,nm,6.06,CHEMBL4027157,CHEMBL4024765,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099387,CN(Cc1ccccn1)Cc1ccccc1CNc1ccnc2cc(Cl)ccc12,IC50,=,870.96,nm,6.06,CHEMBL4027157,CHEMBL4024765,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099725,Cc1cc(CNc2nc(N)nc3ccn(Cc4ncccc4F)c23)no1,IC50,=,2100.0,nm,5.68,CHEMBL4030710,CHEMBL4028850,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099792,C[C@@H](c1ccc(Br)cc1)N1CC[C@](CCC(N)=O)(c2ccc(F)cc2)OC1=O,IC50,=,6300.0,nm,5.20,CHEMBL4036195,CHEMBL4033714,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL4099807,c1ccc(-c2cccc3nc(-c4cccnc4)nc(NCc4ccccn4)c23)cc1,IC50,=,20000.0,nm,4.70,CHEMBL4015498,CHEMBL4014310,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,A,
CHEMBL4099807,c1ccc(-c2cccc3nc(-c4cccnc4)nc(NCc4ccccn4)c23)cc1,IC50,=,20000.0,nm,4.70,CHEMBL4431053,CHEMBL4428127,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,AC50,=,5598.3,nm,5.25,CHEMBL5291828,CHEMBL5291721,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,F,"Summarised AC50 (mean value for measurements with a relation sign ""=""; largest value for measurements with relation sign "">"")"
CHEMBL41,CNCCC(Oc1ccc(C(F)(F)F)cc1)c1ccccc1,IC50,=,10.0,nm,8.00,CHEMBL3090833,CHEMBL3085767,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
