molecule_chembl_id,pIC50_mean,pIC50_median,pIC50_std,pIC50_min,pIC50_max,measurement_count,pIC50_range,canonical_smiles,assay_count,document_count
CHEMBL5916184,8.31961329327685,8.318194010053928,0.26861499901482266,8.022276394711152,8.619788758288394,4,0.5975123635772412,COC[C@](C)(F)CN1[C@H](c2ccc(NC3CN(CCCF)C3)cc2OC)c2ccc3[nH]ncc3c2C[C@H]1C,1,1
CHEMBL5416410,4.56116601838789,4.550000040938768,0.3021192524927725,4.300000029139089,4.844663962534939,4,0.5446639333958494,Cc1nc(Nc2ncc(C(=O)Nc3c(C)cccc3Cl)s2)cc(N2CCN(CCO)CC2)n1.O,4,2
CHEMBL2022495,5.035000056784465,5.035000056784465,0.30599581086528216,4.769999911123512,5.300000202445418,4,0.5300002913219055,COc1cc(NC(=O)c2ccccc2F)ccc1-c1nnc(NCCCN2CCCCC2)o1,4,2
CHEMBL4461925,4.62391287280327,4.582948672143603,0.2570899928178978,4.4089353929735005,4.920818753952375,4,0.5118833609788744,Nc1n[nH]c(N2CCC(N3CCOC[C@@H]3Cc3ccc(Cl)cc3)CC2)n1,4,3
CHEMBL1081957,5.424999717167987,5.499999678657065,0.22173528078803245,5.100000128334196,5.59999938302362,4,0.4999992546894241,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,2,2
CHEMBL3703254,5.509693839493478,5.509693839493478,0.22359733259417133,5.316052869248487,5.703334809738469,4,0.38728194048998166,CC#Cc1cncc(-c2ccc3c(c2)C2(COC(N)=N2)C2(CC2)CO3)c1,2,2
CHEMBL3952064,4.91004560330931,5.004364805402449,0.18863840418627814,4.627087997029894,5.004364805402449,4,0.3772768083725557,C[C@H]1C[C@H]2CSC(N)=N[C@@]2(c2nc(NC(=O)c3ccc(OC(F)F)cn3)cs2)CO1,3,3
CHEMBL1081023,6.184309701505676,6.199998318852138,0.16109043475255358,6.0,6.337242168318426,4,0.3372421683184257,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,2,1
CHEMBL416956,5.33625676365695,5.2550000757275175,0.16591357034107046,5.250000251143582,5.585026652029182,4,0.33502640088559943,OC(c1cc(C(F)(F)F)nc2c(C(F)(F)F)cccc12)C1CCCCN1,4,4
CHEMBL2380459,5.635151878060192,5.610924374808178,0.13741041033606835,5.494850021680094,5.823908740944319,4,0.3290587192642249,COc1ccc(C2(c3cccc(-c4cccnc4)c3)CC(OC)C(N)=N2)cc1,1,1
CHEMBL55,4.814376641040066,4.765832206711972,0.12890066457385338,4.72584215073632,5.0,4,0.2741578492636796,N=C(N)c1ccc(OCCCCCOc2ccc(C(=N)N)cc2)cc1,4,4
CHEMBL741,3.560000000636359,3.600000005447872,0.10832051090134048,3.400000000603809,3.639999991045884,4,0.2399999904420751,Nc1nnc(-c2cccc(Cl)c2Cl)c(N)n1,4,2
CHEMBL3582317,4.994629599382816,4.994578757133947,0.08522946339558854,4.920818753952375,5.068542129310995,4,0.1477233753586198,Cc1nc([C@]2(c3cnn(C)c3)N[C@@H](c3nc(-c4ccc(F)cn4)c[nH]3)Cc3c2[nH]c2ccccc32)no1,4,2
CHEMBL5806532,5.292337566237876,5.267606240177031,0.04946265212169113,5.267606240177031,5.366531544420413,4,0.09892530424338197,COc1ccc(OCCNCCCF)c(F)c1[C@@H]1c2[nH]c3ccccc3c2C[C@@H](C)N1CC(F)(F)F,3,3
CHEMBL4098260,4.886725823079295,4.886725823079295,0.052063501806659244,4.841637507904751,4.931814138253839,4,0.09017663034908807,Cc1c([C@@H](O)CN2CCC3(CC2)CCN(c2ccc(S(C)(=O)=O)cn2)C3)ccc2c1COC2=O,4,2
CHEMBL2177736,5.042990426297942,5.053230078217669,0.03090742256514692,5.0,5.065501548756432,4,0.06550154875643166,NC(=O)c1cnc(N[C@@H]2CCCC[C@@H]2N)nc1Nc1cccc(-n2nccn2)c1,4,3
CHEMBL1125,4.861355904780984,4.84885591072468,0.025785393491975454,4.847711655616943,4.900000142057633,4,0.0522884864406894,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCNCC1,3,3
CHEMBL76,5.601544839251877,5.6020599913279625,0.0010303041521712143,5.59999938302362,5.6020599913279625,4,0.002060608304342182,CCN(CC)CCCC(C)Nc1ccnc2cc(Cl)ccc12,4,4
