molecule_chembl_id,canonical_smiles,standard_type,standard_relation,standard_value,standard_units,pIC50,pchembl_value,assay_chembl_id,document_chembl_id,target_chembl_id,target_pref_name,target_organism,assay_type,activity_comment
CHEMBL1079822,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(C)(C)C)cc3)C2)n1C,IC50,=,630.96,nM,6.199998172182031,6.2,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079823,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,IC50,=,398.11,nM,6.399996913372259,6.4,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079824,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,IC50,=,1000.0,nM,6.0,6.0,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079837,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1,IC50,=,2511.89,nM,5.59999938302362,5.6,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079837,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1,IC50,=,1995.26,nM,5.700000503883016,5.7,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079837,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1,IC50,=,1258.93,nM,5.899998417198648,5.9,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079938,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C,IC50,=,3981.07,nM,5.40000018605658,5.4,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079938,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C,IC50,=,3162.28,nM,5.499999678657065,5.5,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079938,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C,IC50,=,1000.0,nM,6.0,6.0,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079980,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(F)c3)C2)n1C,IC50,=,1995.26,nM,5.700000503883016,5.7,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1079980,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(F)c3)C2)n1C,IC50,=,1000.0,nM,6.0,6.0,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,IC50,=,104712.85,nM,3.9800000199290153,,CHEMBL1676103,CHEMBL1671772,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080046,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,IC50,=,2511.89,nM,5.59999938302362,5.6,CHEMBL1109288,CHEMBL1154336,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080117,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1,IC50,=,1995.26,nM,5.700000503883016,5.7,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080117,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1,IC50,=,1584.89,nM,5.800000874803203,5.8,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080117,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1,IC50,=,199.53,nM,6.699991797446187,6.7,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080126,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,IC50,=,630.96,nM,6.199998172182031,6.2,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080126,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,IC50,=,398.11,nM,6.399996913372259,6.4,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080164,Cc1ccc2c(-c3nnc(SCCCN4C[C@H]5C[C@@]5(c5ccc(Br)cc5)C4)n3C)cccc2n1,IC50,=,501.19,nM,6.299997602857746,6.3,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080165,Cc1ccc2c(-c3nnc(SCCCN4C[C@@H]5C[C@]5(c5ccc(Br)cc5)C4)n3C)cccc2n1,IC50,=,251.19,nM,6.599997654072045,6.6,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080189,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3C(F)(F)F)C2)n1C,IC50,=,6309.57,nM,5.200000237109354,5.2,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080293,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,IC50,=,158.49,nM,6.799998134593398,6.8,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080489,COc1cccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c1,IC50,=,6309.57,nM,5.200000237109354,5.2,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080489,COc1cccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c1,IC50,=,3981.07,nM,5.40000018605658,5.4,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080489,COc1cccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c1,IC50,=,1584.89,nM,5.800000874803203,5.8,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080490,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C,IC50,=,794.33,nM,6.0999990348465305,6.1,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080490,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C,IC50,=,398.11,nM,6.399996913372259,6.4,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080490,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C,IC50,=,110.0,nM,6.958607314841775,6.96,CHEMBL1107673,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080584,CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,IC50,=,430.0,nM,6.366531544420413,6.37,CHEMBL1113040,CHEMBL1154321,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080787,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,IC50,=,20000.0,nM,4.698970004336019,4.7,CHEMBL1112305,CHEMBL1154203,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080787,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,IC50,=,20000.0,nM,4.698970004336019,4.7,CHEMBL1120514,CHEMBL1155538,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080789,O=C(c1cccc(Cl)c1Cl)N(CCC1CC1)[C@H]1CCNC1,IC50,=,7140.0,nM,5.146301788223825,5.15,CHEMBL1112305,CHEMBL1154203,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080790,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,IC50,=,16800.0,nM,4.774690718274137,4.78,CHEMBL1112305,CHEMBL1154203,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080846,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,IC50,=,1000.0,nM,6.0,6.0,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080846,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,IC50,=,501.19,nM,6.299997602857746,6.3,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080968,O=C(c1cccc(Cl)c1Cl)N(C1CCCC1)[C@H]1CCNC1,IC50,=,10300.0,nM,4.987162775294828,4.99,CHEMBL1112305,CHEMBL1154203,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1080969,CCC(CC)N(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,IC50,=,7740.0,nM,5.111259039317107,5.11,CHEMBL1112305,CHEMBL1154203,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1081023,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,IC50,=,1000.0,nM,6.0,6.0,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1081023,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,IC50,=,794.33,nM,6.0999990348465305,6.1,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1081023,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,IC50,=,501.19,nM,6.299997602857746,6.3,CHEMBL1107671,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
CHEMBL1081023,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,IC50,=,460.0,nM,6.337242168318426,6.34,CHEMBL1107673,CHEMBL1153718,CHEMBL240,Voltage-gated inwardly rectifying potassium channel KCNH2,Homo sapiens,B,
