molecule_chembl_id,canonical_smiles,median_pIC50,mean_pIC50,min_pIC50,max_pIC50,number_of_measurements,pIC50_std,pIC50_range,variability,unique_assays,unique_documents,min_IC50_nM,max_IC50_nM,MolWt,LogP,HBD,HBA,TPSA,RotatableBonds,RingCount,AromaticRings,FractionCSP3,HeavyAtomCount,FormalCharge,NumAtoms
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.519999959791458,4.405315215443264,3.9665762445130506,4.519999959791458,5,0.2454153906950447,0.5534237152784076,Moderate,5,5,30199.52,108000.0,388.8950000000002,3.148200000000002,1.0,4.0,53.010000000000005,8.0,3.0,2.0,0.38095238095238093,27.0,0.0,27.0
CHEMBL100415,CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)[C@H]1CCN(Cc2ccccc2)C1=O,6.721246399047171,6.721246399047171,6.721246399047171,6.721246399047171,1,0.0,0.0,Low,1,1,190.0,190.0,441.57900000000024,4.206280000000004,0.0,4.0,65.16,10.0,4.0,3.0,0.37037037037037035,33.0,0.0,33.0
CHEMBL100454,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,4.939999856829448,4.939999856829448,4.939999856829448,4.939999856829448,1,0.0,0.0,Low,1,1,11481.54,11481.54,328.44100000000014,2.623100000000001,2.0,6.0,51.099999999999994,1.0,4.0,2.0,0.35294117647058826,23.0,0.0,23.0
CHEMBL100566,N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(c3cccc4ncccc34)C2=O)cc1,5.086186147616283,5.086186147616283,5.086186147616283,5.086186147616283,1,0.0,0.0,Low,1,1,8200.0,8200.0,422.4920000000001,3.246380000000002,1.0,5.0,86.84,6.0,5.0,4.0,0.2,32.0,0.0,32.0
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,6.260000690598032,6.49015052431708,5.853871964321762,7.639974910810602,10,0.5814689629599628,1.7861029464888398,High,10,10,22.91,1400.0,366.5490000000002,4.830200000000005,0.0,3.0,15.71,10.0,3.0,2.0,0.5,27.0,0.0,27.0
CHEMBL101740,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,5.190000154058473,5.190000154058473,5.190000154058473,5.190000154058473,1,0.0,0.0,Low,1,1,6456.54,6456.54,279.383,3.9624000000000033,0.0,2.0,12.47,3.0,3.0,2.0,0.2631578947368421,21.0,0.0,21.0
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.520000247408364,5.520000247408364,5.520000247408364,5.520000247408364,1,0.0,0.0,Low,1,1,3019.95,3019.95,344.845,5.376700000000004,0.0,1.0,17.82,4.0,4.0,4.0,0.045454545454545456,25.0,0.0,25.0
CHEMBL1077638,CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@H]1CCNC1,5.3851027839668655,5.3851027839668655,5.3851027839668655,5.3851027839668655,1,0.0,0.0,Low,1,1,4120.0,4120.0,348.79600000000005,3.818900000000003,1.0,2.0,32.34,4.0,2.0,1.0,0.5625,23.0,0.0,23.0
CHEMBL1077647,CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1,4.703334809738469,4.703334809738469,4.703334809738469,4.703334809738469,1,0.0,0.0,Low,1,1,19800.0,19800.0,315.2440000000001,3.4535000000000027,1.0,2.0,32.34,4.0,2.0,1.0,0.5333333333333333,20.0,0.0,20.0
CHEMBL1078162,Cc1c(Cl)cccc1C(=O)N(CC(C)C)[C@H]1CCNC1,4.280668713016273,4.280668713016273,4.280668713016273,4.280668713016273,1,0.0,0.0,Low,1,1,52400.0,52400.0,294.826,3.1085200000000013,1.0,2.0,32.34,4.0,2.0,1.0,0.5625,20.0,0.0,20.0
CHEMBL1078169,CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,4.889410289700751,4.889410289700751,4.889410289700751,4.889410289700751,1,0.0,0.0,Low,1,1,12900.0,12900.0,288.43500000000006,3.270100000000001,1.0,2.0,32.34,5.0,2.0,1.0,0.6111111111111112,21.0,0.0,21.0
CHEMBL1078231,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,4.924453038607469,4.924453038607469,4.924453038607469,4.924453038607469,1,0.0,0.0,Low,1,1,11900.0,11900.0,555.7640000000001,4.607940000000004,0.0,7.0,88.10000000000001,7.0,5.0,1.0,0.8064516129032258,40.0,0.0,40.0
CHEMBL1078742,CC(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCNC1,4.764471553092451,4.764471553092451,4.764471553092451,4.764471553092451,1,0.0,0.0,Low,1,1,17200.0,17200.0,315.2440000000001,3.453500000000002,1.0,2.0,32.34,4.0,2.0,1.0,0.5333333333333333,20.0,0.0,20.0
CHEMBL1078983,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CO,5.080921907623926,5.080921907623926,5.080921907623926,5.080921907623926,1,0.0,0.0,Low,1,1,8300.0,8300.0,465.5540000000002,2.6429000000000014,1.0,9.0,93.07000000000001,5.0,5.0,3.0,0.48,34.0,0.0,34.0
CHEMBL1079264,O=C(c1cccc(Cl)c1Cl)N(c1ccccc1)[C@H]1CCNC1,5.101274818410507,5.101274818410507,5.101274818410507,5.101274818410507,1,0.0,0.0,Low,1,1,7920.0,7920.0,335.23400000000015,4.002100000000004,1.0,2.0,32.34,3.0,3.0,2.0,0.23529411764705882,22.0,0.0,22.0
CHEMBL1079313,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,6.7447274948966935,6.7447274948966935,6.7447274948966935,6.7447274948966935,1,0.0,0.0,Low,1,1,180.0,180.0,473.59500000000037,4.1052000000000035,1.0,8.0,93.9,9.0,4.0,3.0,0.4583333333333333,33.0,0.0,33.0
CHEMBL1079461,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(Cl)c3)C2)n1C,5.899998417198648,6.066665407983386,5.800000874803203,6.499996931948306,3,0.3785921742027988,0.6999960571451034,Moderate,1,1,316.23,1584.89,429.9770000000002,4.1876200000000035,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,29.0,0.0,29.0
CHEMBL1079462,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)cc3)C2)n1C,6.099998717915661,6.099998717915661,5.700000503883016,6.499996931948306,2,0.5656828992099826,0.79999642806529,Moderate,1,1,316.23,1995.26,413.52200000000016,3.673320000000002,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,29.0,0.0,29.0
CHEMBL1079475,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cncnc1,5.499999678657065,5.499999678657065,5.499999678657065,5.499999678657065,1,0.0,0.0,Low,1,1,3162.28,3162.28,460.5290000000001,4.046600000000002,0.0,6.0,59.730000000000004,7.0,5.0,3.0,0.45454545454545453,32.0,0.0,32.0
CHEMBL1079480,Cc1cnc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,6.0999990348465305,6.0999990348465305,6.0999990348465305,6.0999990348465305,1,0.0,0.0,Low,1,1,794.33,794.33,474.5560000000001,4.355020000000003,0.0,6.0,59.730000000000004,7.0,5.0,3.0,0.4782608695652174,33.0,0.0,33.0
CHEMBL1079481,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.0,6.0,6.0,6.0,4,0.0,0.0,Low,4,4,1000.0,1000.0,463.52900000000017,4.5530200000000045,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,32.0,0.0,32.0
CHEMBL1079494,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1Cl,5.700000503883016,5.733333241595376,5.40000018605658,6.0999990348465305,3,0.3511878423712367,0.6999988487899502,Moderate,1,1,794.33,3981.07,460.00300000000016,4.196220000000004,0.0,7.0,69.21000000000001,8.0,5.0,3.0,0.5,31.0,0.0,31.0
CHEMBL1079497,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Br)cc5)C4)n3C)cccc2n1,6.900008766455315,6.900008766455315,6.900008766455315,6.900008766455315,1,0.0,0.0,Low,1,1,125.89,125.89,534.5270000000002,5.856920000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.37037037037037035,34.0,0.0,34.0
CHEMBL1079577,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C#N)cc5)C4)n3C)cccc2n1,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96,480.64100000000025,4.966100000000004,0.0,6.0,70.63,7.0,6.0,4.0,0.35714285714285715,35.0,0.0,35.0
CHEMBL1079578,COc1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5nc(C)ccc45)n2C)C3)cc1,5.899998777602826,5.899998777602826,5.59999938302362,6.199998172182031,2,0.4242632125176299,0.5999987891584109,Moderate,1,1,630.96,2511.89,485.6570000000002,5.103020000000004,0.0,6.0,56.07,8.0,6.0,4.0,0.39285714285714285,35.0,0.0,35.0
CHEMBL1079639,Cc1ccoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.699991797446187,6.699991797446187,6.699991797446187,6.699991797446187,1,0.0,0.0,Low,1,1,199.53,199.53,462.54100000000017,5.158020000000005,0.0,5.0,47.09,7.0,5.0,3.0,0.4782608695652174,32.0,0.0,32.0
CHEMBL1079640,Cc1ccc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,6.0999990348465305,6.0999990348465305,6.0999990348465305,6.0999990348465305,1,0.0,0.0,Low,1,1,794.33,794.33,473.5680000000001,4.9600200000000045,0.0,5.0,46.84,7.0,5.0,3.0,0.4583333333333333,33.0,0.0,33.0
CHEMBL1079667,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3)C2)n1C,5.800000874803203,5.800000874803203,5.800000874803203,5.800000874803203,1,0.0,0.0,Low,1,1,1584.89,1584.89,395.53200000000015,3.534220000000002,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,28.0,0.0,28.0
CHEMBL1079814,Cc1cc(C(F)(F)F)ccc1C12CC1CN(CCCSc1nnc(-c3ocnc3C)n1C)C2,6.399996913372259,6.399996913372259,6.399996913372259,6.399996913372259,1,0.0,0.0,Low,1,1,398.11,398.11,477.55600000000027,4.861440000000005,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5217391304347826,33.0,0.0,33.0
CHEMBL1079822,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(C)(C)C)cc3)C2)n1C,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96,451.64000000000027,4.831720000000004,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.56,32.0,0.0,32.0
CHEMBL1079823,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,6.399996913372259,6.399996913372259,6.399996913372259,6.399996913372259,1,0.0,0.0,Low,1,1,398.11,398.11,451.64000000000027,4.831720000000004,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.56,32.0,0.0,32.0
CHEMBL1079824,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,6.0,6.0,6.0,6.0,1,0.0,0.0,Low,1,1,1000.0,1000.0,451.64000000000027,4.831720000000004,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.56,32.0,0.0,32.0
CHEMBL1079837,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1,5.700000503883016,5.733332768035095,5.59999938302362,5.899998417198648,3,0.1527518739708791,0.2999990341750278,Low,1,1,1258.93,2511.89,425.55800000000016,3.5428200000000025,0.0,7.0,69.21000000000001,8.0,5.0,3.0,0.5,30.0,0.0,30.0
CHEMBL1079938,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C,5.499999678657065,5.633333288237882,5.40000018605658,6.0,3,0.3214550244838641,0.5999998139434197,Moderate,1,1,1000.0,3981.07,481.5190000000002,4.692120000000004,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1079980,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(F)c3)C2)n1C,5.850000251941508,5.850000251941508,5.700000503883016,6.0,2,0.2121316780568664,0.2999994961169836,Low,1,1,1000.0,1995.26,413.52200000000016,3.673320000000002,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,29.0,0.0,29.0
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,3.9800000199290153,3.9800000199290153,3.9800000199290153,3.9800000199290153,1,0.0,0.0,Low,1,1,104712.85,104712.85,236.274,3.3872000000000018,1.0,1.0,46.330000000000005,0.0,3.0,2.0,0.0,18.0,0.0,18.0
CHEMBL1080046,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,5.59999938302362,5.59999938302362,5.59999938302362,5.59999938302362,1,0.0,0.0,Low,1,1,2511.89,2511.89,438.5970000000002,4.153900000000004,2.0,4.0,78.09,8.0,4.0,3.0,0.375,31.0,0.0,31.0
CHEMBL1080117,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1,5.800000874803203,6.066664392044135,5.700000503883016,6.699991797446187,3,0.5507519590260345,0.9999912935631708,Moderate,1,1,199.53,1995.26,490.07600000000025,5.747820000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.37037037037037035,34.0,0.0,34.0
CHEMBL1080126,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,6.299997542777145,6.299997542777145,6.199998172182031,6.399996913372259,2,0.1414204661243836,0.1999987411902282,Low,1,1,398.11,630.96,481.5190000000002,4.6921200000000045,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1080164,Cc1ccc2c(-c3nnc(SCCCN4C[C@H]5C[C@@]5(c5ccc(Br)cc5)C4)n3C)cccc2n1,6.299997602857746,6.299997602857746,6.299997602857746,6.299997602857746,1,0.0,0.0,Low,1,1,501.19,501.19,534.5270000000002,5.856920000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.37037037037037035,34.0,0.0,34.0
CHEMBL1080165,Cc1ccc2c(-c3nnc(SCCCN4C[C@@H]5C[C@]5(c5ccc(Br)cc5)C4)n3C)cccc2n1,6.599997654072045,6.599997654072045,6.599997654072045,6.599997654072045,1,0.0,0.0,Low,1,1,251.19,251.19,534.5270000000002,5.856920000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.37037037037037035,34.0,0.0,34.0
CHEMBL1080189,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3C(F)(F)F)C2)n1C,5.200000237109354,5.200000237109354,5.200000237109354,5.200000237109354,1,0.0,0.0,Low,1,1,6309.57,6309.57,463.52900000000017,4.553020000000004,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,32.0,0.0,32.0
CHEMBL1080293,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,6.799998134593398,6.799998134593398,6.799998134593398,6.799998134593398,1,0.0,0.0,Low,1,1,158.49,158.49,523.6280000000002,6.113220000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.39285714285714285,37.0,0.0,37.0
CHEMBL1080489,COc1cccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c1,5.40000018605658,5.466667099323046,5.200000237109354,5.800000874803203,3,0.305505399791256,0.6000006376938494,Moderate,1,1,1584.89,6309.57,425.55800000000016,3.5428200000000025,0.0,7.0,69.21000000000001,8.0,5.0,3.0,0.5,30.0,0.0,30.0
CHEMBL1080490,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C,6.399996913372259,6.486201087686855,6.0999990348465305,6.958607314841775,3,0.4357469614019632,0.8586082799952441,Moderate,2,1,110.0,794.33,429.9770000000002,4.1876200000000035,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,29.0,0.0,29.0
CHEMBL1080584,CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,6.366531544420413,6.366531544420413,6.366531544420413,6.366531544420413,1,0.0,0.0,Low,1,1,430.0,430.0,456.5180000000003,3.939700000000002,2.0,7.0,102.85,9.0,4.0,3.0,0.4166666666666667,33.0,0.0,33.0
CHEMBL1080787,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,4.698970004336019,4.698970004336019,4.698970004336019,4.698970004336019,2,0.0,0.0,Low,2,2,20000.0,20000.0,315.2440000000001,3.4535000000000027,1.0,2.0,32.34,4.0,2.0,1.0,0.5333333333333333,20.0,0.0,20.0
CHEMBL1080789,O=C(c1cccc(Cl)c1Cl)N(CCC1CC1)[C@H]1CCNC1,5.146301788223825,5.146301788223825,5.146301788223825,5.146301788223825,1,0.0,0.0,Low,1,1,7140.0,7140.0,327.2550000000001,3.5976000000000026,1.0,2.0,32.34,5.0,3.0,1.0,0.5625,21.0,0.0,21.0
CHEMBL1080790,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,4.774690718274137,4.774690718274137,4.774690718274137,4.774690718274137,1,0.0,0.0,Low,1,1,16800.0,16800.0,329.27100000000013,3.843600000000003,1.0,2.0,32.34,3.0,2.0,1.0,0.5625,21.0,0.0,21.0
CHEMBL1080846,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,6.149998801428874,6.149998801428874,6.0,6.299997602857746,2,0.2121303393204208,0.2999976028577462,Low,1,1,501.19,1000.0,464.42200000000025,4.841020000000005,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,30.0,0.0,30.0
CHEMBL1080968,O=C(c1cccc(Cl)c1Cl)N(C1CCCC1)[C@H]1CCNC1,4.987162775294828,4.987162775294828,4.987162775294828,4.987162775294828,1,0.0,0.0,Low,1,1,10300.0,10300.0,327.2550000000001,3.7401000000000026,1.0,2.0,32.34,3.0,3.0,1.0,0.5625,21.0,0.0,21.0
CHEMBL1080969,CCC(CC)N(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,5.111259039317107,5.111259039317107,5.111259039317107,5.111259039317107,1,0.0,0.0,Low,1,1,7740.0,7740.0,329.27100000000013,3.986100000000003,1.0,2.0,32.34,5.0,2.0,1.0,0.5625,21.0,0.0,21.0
CHEMBL1081023,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,6.199998318852138,6.184309701505676,6.0,6.337242168318426,4,0.1610904347525535,0.3372421683184257,Moderate,2,1,460.0,1000.0,481.5190000000002,4.6921200000000045,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1081203,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccccc5)C4)n3C)cccc2n1,5.700000503883016,5.699999913724988,5.300000202445418,6.0999990348465305,3,0.399999416200883,0.7999988324011129,Moderate,1,1,794.33,5011.87,455.6310000000002,5.094420000000004,0.0,5.0,46.84,7.0,6.0,4.0,0.37037037037037035,33.0,0.0,33.0
CHEMBL1081237,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)c(Cl)c5)C4)n3C)cccc2n1,6.0,5.999999682328411,5.800000874803203,6.199998172182031,3,0.1999986486896033,0.3999972973788281,Moderate,1,1,630.96,1584.89,524.5210000000003,6.401220000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.37037037037037035,35.0,0.0,35.0
CHEMBL1081401,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(C)(C)C)cc5)C4)n3C)cccc2n1,6.599997654072045,6.599997654072045,6.599997654072045,6.599997654072045,1,0.0,0.0,Low,1,1,251.19,251.19,511.7390000000003,6.391920000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.45161290322580644,37.0,0.0,37.0
CHEMBL1081408,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1C(F)(F)F,5.899998417198648,5.899998417198648,5.899998417198648,5.899998417198648,1,0.0,0.0,Low,1,1,1258.93,1258.93,493.5550000000002,4.561620000000004,0.0,7.0,69.21000000000001,8.0,5.0,3.0,0.5217391304347826,34.0,0.0,34.0
CHEMBL1081409,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.399484519591274,6.399484519591274,6.0999990348465305,6.698970004336019,2,0.4235364342598981,0.5989709694894882,Moderate,2,1,200.0,794.33,463.52900000000017,4.5530200000000045,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,32.0,0.0,32.0
CHEMBL1081580,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96,463.52900000000017,4.5530200000000045,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,32.0,0.0,32.0
CHEMBL1081587,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C,5.700000503883016,5.866665829921462,5.59999938302362,6.299997602857746,3,0.3785926242286848,0.6999982198341259,Moderate,1,1,501.19,2511.89,481.5190000000002,4.6921200000000045,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1081685,Cc1ccc2c(-c3nnc(SCCCN4C[C@@H]5C[C@]5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,6.299997602857746,6.299997602857746,6.299997602857746,6.299997602857746,1,0.0,0.0,Low,1,1,501.19,501.19,523.6280000000002,6.113220000000006,0.0,5.0,46.84,7.0,6.0,4.0,0.39285714285714285,37.0,0.0,37.0
CHEMBL1081686,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccc1,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96,458.5530000000001,5.256600000000005,0.0,4.0,33.95,7.0,5.0,3.0,0.4166666666666667,32.0,0.0,32.0
CHEMBL1081687,Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,5.854467797709459,5.854467797709459,5.300000202445418,6.4089353929735005,2,0.7841355931188034,1.1089351905280829,High,2,1,390.0,5011.87,473.56800000000015,4.9600200000000045,0.0,5.0,46.84,7.0,5.0,3.0,0.4583333333333333,33.0,0.0,33.0
CHEMBL1081746,Cc1nc(C)c(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)s1,6.07796622976637,6.07796622976637,5.700000503883016,6.455931955649724,2,0.5345242556564308,0.755931451766708,Moderate,2,1,350.0,1995.26,493.62400000000014,5.329940000000005,0.0,6.0,46.84,7.0,5.0,3.0,0.5217391304347826,33.0,0.0,33.0
CHEMBL1081747,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3F)C2)n1C,6.299997602857746,6.2333315054100025,6.0,6.399996913372259,3,0.2081649804566503,0.3999969133722594,Moderate,1,1,398.11,1000.0,447.9670000000002,4.3267200000000035,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,30.0,0.0,30.0
CHEMBL1081867,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,5.863951164060431,5.863951164060431,5.40000018605658,6.327902142064282,2,0.6561257653693074,0.9279019560077018,Moderate,2,1,470.0,3981.07,460.5290000000001,4.046600000000002,0.0,6.0,59.730000000000004,7.0,5.0,3.0,0.45454545454545453,32.0,0.0,32.0
CHEMBL1081868,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C,5.850000251941508,5.850000251941508,5.700000503883016,6.0,2,0.2121316780568664,0.2999994961169836,Low,1,1,1000.0,1995.26,481.5190000000002,4.6921200000000045,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1081869,Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1,5.200000237109354,5.2000000683287375,4.399999967876858,6.0,3,0.8000000160615841,1.600000032123142,High,1,1,1000.0,39810.72,427.5490000000002,3.981740000000003,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,30.0,0.0,30.0
CHEMBL1081934,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,6.099999086091016,6.099999086091016,6.0,6.199998172182031,2,0.141420063774829,0.1999981721820312,Low,1,1,630.96,1000.0,479.5280000000002,4.432820000000004,0.0,7.0,69.21000000000001,8.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1081957,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,5.499999678657065,5.424999717167987,5.100000128334196,5.59999938302362,4,0.2217352807880324,0.4999992546894241,Moderate,2,2,2511.89,7943.28,463.52900000000017,4.553020000000004,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,32.0,0.0,32.0
CHEMBL1081966,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(OC(F)(F)F)cc3)C2)n1C,6.599997654072045,6.599995461155513,6.499996931948306,6.699991797446187,3,0.0999974327669741,0.1999948654978807,Low,1,1,199.53,316.23,479.5280000000002,4.432820000000004,0.0,7.0,69.21000000000001,8.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1082106,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Br)cc3)C2)n1C,6.299997602857746,6.266664517025512,6.0999990348465305,6.399996913372259,3,0.1527514410351301,0.2999978785257289,Low,1,1,398.11,794.33,474.42800000000017,4.296720000000003,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.47619047619047616,29.0,0.0,29.0
CHEMBL1082111,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(C(F)(F)F)ccc3F)C2)n1C,5.40000018605658,5.433332867751743,5.0,5.899998417198648,3,0.4509241493774328,0.8999984171986481,Moderate,1,1,1258.93,10000.0,481.5190000000002,4.692120000000004,0.0,6.0,59.980000000000004,7.0,5.0,3.0,0.5,33.0,0.0,33.0
CHEMBL1082330,CN1c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc2C(C(=O)NCO)CC1(C)C,7.397940008672037,7.397940008672037,7.397940008672037,7.397940008672037,1,0.0,0.0,Low,1,1,40.0,40.0,504.84500000000025,6.143900000000007,2.0,4.0,65.46000000000001,4.0,4.0,3.0,0.28,33.0,0.0,33.0
