molecule_chembl_id,canonical_smiles,median_pIC50,mean_pIC50,min_pIC50,max_pIC50,number_of_measurements,pIC50_std,pIC50_range,variability,unique_assays,unique_documents,min_IC50_nM,max_IC50_nM
CHEMBL1000,O=C(O)COCCN1CCN(C(c2ccccc2)c2ccc(Cl)cc2)CC1,4.519999959791458,4.405315215443264,3.9665762445130506,4.519999959791458,5,0.24541539069504476,0.5534237152784076,Moderate,5,5,30199.52,108000.0
CHEMBL100415,CCCCN(Cc1cncn1Cc1ccc(C#N)cc1)[C@H]1CCN(Cc2ccccc2)C1=O,6.721246399047171,6.721246399047171,6.721246399047171,6.721246399047171,1,0.0,0.0,Low,1,1,190.0,190.0
CHEMBL100454,CN1CCN(C2=Nc3ccccc3Nc3sc(CO)cc32)CC1,4.939999856829448,4.939999856829448,4.939999856829448,4.939999856829448,1,0.0,0.0,Low,1,1,11481.54,11481.54
CHEMBL100566,N#Cc1ccc(Cn2cncc2CN[C@H]2CCN(c3cccc4ncccc34)C2=O)cc1,5.086186147616283,5.086186147616283,5.086186147616283,5.086186147616283,1,0.0,0.0,Low,1,1,8200.0,8200.0
CHEMBL1008,CC(C)COCC(CN(Cc1ccccc1)c1ccccc1)N1CCCC1,6.260000690598032,6.49015052431708,5.853871964321762,7.639974910810602,10,0.5814689629599628,1.7861029464888398,High,10,10,22.91,1400.0
CHEMBL101740,CN(C)CC/C=C1/c2ccccc2COc2ccccc21,5.190000154058473,5.190000154058473,5.190000154058473,5.190000154058473,1,0.0,0.0,Low,1,1,6456.54,6456.54
CHEMBL104,Clc1ccccc1C(c1ccccc1)(c1ccccc1)n1ccnc1,5.520000247408364,5.520000247408364,5.520000247408364,5.520000247408364,1,0.0,0.0,Low,1,1,3019.95,3019.95
CHEMBL1077638,CC(C)CN(C(=O)c1cccc(C(F)(F)F)c1Cl)[C@H]1CCNC1,5.3851027839668655,5.3851027839668655,5.3851027839668655,5.3851027839668655,1,0.0,0.0,Low,1,1,4120.0,4120.0
CHEMBL1077647,CC(C)CN(C(=O)c1cc(Cl)ccc1Cl)[C@H]1CCNC1,4.703334809738469,4.703334809738469,4.703334809738469,4.703334809738469,1,0.0,0.0,Low,1,1,19800.0,19800.0
CHEMBL1078162,Cc1c(Cl)cccc1C(=O)N(CC(C)C)[C@H]1CCNC1,4.280668713016273,4.280668713016273,4.280668713016273,4.280668713016273,1,0.0,0.0,Low,1,1,52400.0,52400.0
CHEMBL1078169,CC(C)CN(C(=O)c1ccccc1C(C)C)[C@H]1CCNC1,4.889410289700751,4.889410289700751,4.889410289700751,4.889410289700751,1,0.0,0.0,Low,1,1,12900.0,12900.0
CHEMBL1078231,CCCC[C@H]1CN(CC2CCOCC2)C(=O)OC12CCN(C1(C)CCN(C(=O)c3c(C)ncnc3C)CC1)CC2,4.924453038607469,4.924453038607469,4.924453038607469,4.924453038607469,1,0.0,0.0,Low,1,1,11900.0,11900.0
CHEMBL1078742,CC(C)CN(C(=O)c1ccc(Cl)c(Cl)c1)[C@H]1CCNC1,4.764471553092451,4.764471553092451,4.764471553092451,4.764471553092451,1,0.0,0.0,Low,1,1,17200.0,17200.0
CHEMBL1078983,COc1ccc(-c2ccc3c(N4CCOCC4)nc(N4C[C@@H](C)O[C@@H](C)C4)nc3n2)cc1CO,5.080921907623926,5.080921907623926,5.080921907623926,5.080921907623926,1,0.0,0.0,Low,1,1,8300.0,8300.0
CHEMBL1079264,O=C(c1cccc(Cl)c1Cl)N(c1ccccc1)[C@H]1CCNC1,5.101274818410507,5.101274818410507,5.101274818410507,5.101274818410507,1,0.0,0.0,Low,1,1,7920.0,7920.0
CHEMBL1079313,CCOc1cc(CN2CCC(Nc3nc4cc(S(=O)(=O)CC)ccc4o3)CC2)ccc1OC,6.7447274948966935,6.7447274948966935,6.7447274948966935,6.7447274948966935,1,0.0,0.0,Low,1,1,180.0,180.0
CHEMBL1079461,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(Cl)c3)C2)n1C,5.899998417198648,6.066665407983386,5.800000874803203,6.499996931948306,3,0.37859217420279884,0.6999960571451034,Moderate,1,1,316.23,1584.89
CHEMBL1079462,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)cc3)C2)n1C,6.099998717915661,6.099998717915661,5.700000503883016,6.499996931948306,2,0.5656828992099826,0.79999642806529,Moderate,1,1,316.23,1995.26
CHEMBL1079475,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1cncnc1,5.499999678657065,5.499999678657065,5.499999678657065,5.499999678657065,1,0.0,0.0,Low,1,1,3162.28,3162.28
CHEMBL1079480,Cc1cnc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,6.0999990348465305,6.0999990348465305,6.0999990348465305,6.0999990348465305,1,0.0,0.0,Low,1,1,794.33,794.33
CHEMBL1079481,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.0,6.0,6.0,6.0,4,0.0,0.0,Low,4,4,1000.0,1000.0
CHEMBL1079494,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1Cl,5.700000503883016,5.733333241595376,5.40000018605658,6.0999990348465305,3,0.3511878423712367,0.6999988487899502,Moderate,1,1,794.33,3981.07
CHEMBL1079497,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Br)cc5)C4)n3C)cccc2n1,6.900008766455315,6.900008766455315,6.900008766455315,6.900008766455315,1,0.0,0.0,Low,1,1,125.89,125.89
CHEMBL1079577,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C#N)cc5)C4)n3C)cccc2n1,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96
CHEMBL1079578,COc1ccc(C23CC2CN(CCCSc2nnc(-c4cccc5nc(C)ccc45)n2C)C3)cc1,5.899998777602826,5.899998777602826,5.59999938302362,6.199998172182031,2,0.4242632125176299,0.5999987891584109,Moderate,1,1,630.96,2511.89
CHEMBL1079639,Cc1ccoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.699991797446187,6.699991797446187,6.699991797446187,6.699991797446187,1,0.0,0.0,Low,1,1,199.53,199.53
CHEMBL1079640,Cc1ccc(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)cn1,6.0999990348465305,6.0999990348465305,6.0999990348465305,6.0999990348465305,1,0.0,0.0,Low,1,1,794.33,794.33
CHEMBL1079667,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3)C2)n1C,5.800000874803203,5.800000874803203,5.800000874803203,5.800000874803203,1,0.0,0.0,Low,1,1,1584.89,1584.89
CHEMBL1079814,Cc1cc(C(F)(F)F)ccc1C12CC1CN(CCCSc1nnc(-c3ocnc3C)n1C)C2,6.399996913372259,6.399996913372259,6.399996913372259,6.399996913372259,1,0.0,0.0,Low,1,1,398.11,398.11
CHEMBL1079822,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(C)(C)C)cc3)C2)n1C,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96
CHEMBL1079823,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,6.399996913372259,6.399996913372259,6.399996913372259,6.399996913372259,1,0.0,0.0,Low,1,1,398.11,398.11
CHEMBL1079824,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(C)(C)C)cc3)C2)n1C,6.0,6.0,6.0,6.0,1,0.0,0.0,Low,1,1,1000.0,1000.0
CHEMBL1079837,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1,5.700000503883016,5.733332768035095,5.59999938302362,5.899998417198648,3,0.1527518739708791,0.2999990341750278,Low,1,1,1258.93,2511.89
CHEMBL1079938,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3F)C2)n1C,5.499999678657065,5.633333288237882,5.40000018605658,6.0,3,0.32145502448386415,0.5999998139434197,Moderate,1,1,1000.0,3981.07
CHEMBL1079980,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(F)c3)C2)n1C,5.850000251941508,5.850000251941508,5.700000503883016,6.0,2,0.21213167805686645,0.2999994961169836,Low,1,1,1000.0,1995.26
CHEMBL108,NC(=O)N1c2ccccc2C=Cc2ccccc21,3.9800000199290153,3.9800000199290153,3.9800000199290153,3.9800000199290153,1,0.0,0.0,Low,1,1,104712.85,104712.85
CHEMBL1080046,CCCCc1ccc(S(=O)(=O)Nc2ccc3c(c2)CCN(Cc2cc[nH]n2)CC3)cc1,5.59999938302362,5.59999938302362,5.59999938302362,5.59999938302362,1,0.0,0.0,Low,1,1,2511.89,2511.89
CHEMBL1080117,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)cc5)C4)n3C)cccc2n1,5.800000874803203,6.066664392044135,5.700000503883016,6.699991797446187,3,0.5507519590260345,0.9999912935631707,Moderate,1,1,199.53,1995.26
CHEMBL1080126,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)c(F)c3)C2)n1C,6.299997542777145,6.299997542777145,6.199998172182031,6.399996913372259,2,0.14142046612438364,0.1999987411902282,Low,1,1,398.11,630.96
CHEMBL1080164,Cc1ccc2c(-c3nnc(SCCCN4C[C@H]5C[C@@]5(c5ccc(Br)cc5)C4)n3C)cccc2n1,6.299997602857746,6.299997602857746,6.299997602857746,6.299997602857746,1,0.0,0.0,Low,1,1,501.19,501.19
CHEMBL1080165,Cc1ccc2c(-c3nnc(SCCCN4C[C@@H]5C[C@]5(c5ccc(Br)cc5)C4)n3C)cccc2n1,6.599997654072045,6.599997654072045,6.599997654072045,6.599997654072045,1,0.0,0.0,Low,1,1,251.19,251.19
CHEMBL1080189,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccccc3C(F)(F)F)C2)n1C,5.200000237109354,5.200000237109354,5.200000237109354,5.200000237109354,1,0.0,0.0,Low,1,1,6309.57,6309.57
CHEMBL1080293,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,6.799998134593398,6.799998134593398,6.799998134593398,6.799998134593398,1,0.0,0.0,Low,1,1,158.49,158.49
CHEMBL1080489,COc1cccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c1,5.40000018605658,5.466667099323046,5.200000237109354,5.800000874803203,3,0.30550539979125607,0.6000006376938494,Moderate,1,1,1584.89,6309.57
CHEMBL1080490,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3)C2)n1C,6.399996913372259,6.4862010876868545,6.0999990348465305,6.958607314841775,3,0.43574696140196323,0.8586082799952441,Moderate,2,1,110.0,794.33
CHEMBL1080584,CCOc1cc(CN2CCC(Nc3nc4cc(C(N)=O)ccc4o3)CC2)cc(OCC)c1F,6.366531544420413,6.366531544420413,6.366531544420413,6.366531544420413,1,0.0,0.0,Low,1,1,430.0,430.0
CHEMBL1080787,CC(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,4.698970004336019,4.698970004336019,4.698970004336019,4.698970004336019,2,0.0,0.0,Low,2,2,20000.0,20000.0
CHEMBL1080789,O=C(c1cccc(Cl)c1Cl)N(CCC1CC1)[C@H]1CCNC1,5.146301788223825,5.146301788223825,5.146301788223825,5.146301788223825,1,0.0,0.0,Low,1,1,7140.0,7140.0
CHEMBL1080790,CC(C)(C)CN(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,4.774690718274137,4.774690718274137,4.774690718274137,4.774690718274137,1,0.0,0.0,Low,1,1,16800.0,16800.0
CHEMBL1080846,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)c(Cl)c3)C2)n1C,6.149998801428874,6.149998801428874,6.0,6.299997602857746,2,0.21213033932042083,0.29999760285774624,Low,1,1,501.19,1000.0
CHEMBL1080968,O=C(c1cccc(Cl)c1Cl)N(C1CCCC1)[C@H]1CCNC1,4.987162775294828,4.987162775294828,4.987162775294828,4.987162775294828,1,0.0,0.0,Low,1,1,10300.0,10300.0
CHEMBL1080969,CCC(CC)N(C(=O)c1cccc(Cl)c1Cl)[C@H]1CCNC1,5.111259039317107,5.111259039317107,5.111259039317107,5.111259039317107,1,0.0,0.0,Low,1,1,7740.0,7740.0
CHEMBL1081023,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(C(F)(F)F)cc3F)C2)n1C,6.199998318852138,6.184309701505676,6.0,6.337242168318426,4,0.16109043475255358,0.3372421683184257,Moderate,2,1,460.0,1000.0
CHEMBL1081203,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccccc5)C4)n3C)cccc2n1,5.700000503883016,5.699999913724988,5.300000202445418,6.0999990348465305,3,0.399999416200883,0.7999988324011129,Moderate,1,1,794.33,5011.87
CHEMBL1081237,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(Cl)c(Cl)c5)C4)n3C)cccc2n1,6.0,5.999999682328411,5.800000874803203,6.199998172182031,3,0.19999864868960332,0.39999729737882816,Moderate,1,1,630.96,1584.89
CHEMBL1081401,Cc1ccc2c(-c3nnc(SCCCN4CC5CC5(c5ccc(C(C)(C)C)cc5)C4)n3C)cccc2n1,6.599997654072045,6.599997654072045,6.599997654072045,6.599997654072045,1,0.0,0.0,Low,1,1,251.19,251.19
CHEMBL1081408,COc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)cc1C(F)(F)F,5.899998417198648,5.899998417198648,5.899998417198648,5.899998417198648,1,0.0,0.0,Low,1,1,1258.93,1258.93
CHEMBL1081409,Cc1ncoc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.399484519591274,6.399484519591274,6.0999990348465305,6.698970004336019,2,0.4235364342598981,0.5989709694894882,Moderate,2,1,200.0,794.33
CHEMBL1081580,Cc1ncoc1-c1nnc(SCCCN2C[C@H]3C[C@@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96
CHEMBL1081587,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(F)c(C(F)(F)F)c3)C2)n1C,5.700000503883016,5.866665829921462,5.59999938302362,6.299997602857746,3,0.37859262422868484,0.6999982198341259,Moderate,1,1,501.19,2511.89
CHEMBL1081685,Cc1ccc2c(-c3nnc(SCCCN4C[C@@H]5C[C@]5(c5ccc(C(F)(F)F)cc5)C4)n3C)cccc2n1,6.299997602857746,6.299997602857746,6.299997602857746,6.299997602857746,1,0.0,0.0,Low,1,1,501.19,501.19
CHEMBL1081686,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccccc1,6.199998172182031,6.199998172182031,6.199998172182031,6.199998172182031,1,0.0,0.0,Low,1,1,630.96,630.96
CHEMBL1081687,Cc1ncccc1-c1nnc(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)n1C,5.854467797709459,5.854467797709459,5.300000202445418,6.4089353929735005,2,0.7841355931188034,1.1089351905280829,High,2,1,390.0,5011.87
CHEMBL1081746,Cc1nc(C)c(-c2nnc(SCCCN3C[C@@H]4C[C@]4(c4ccc(C(F)(F)F)cc4)C3)n2C)s1,6.07796622976637,6.07796622976637,5.700000503883016,6.455931955649724,2,0.5345242556564308,0.755931451766708,Moderate,2,1,350.0,1995.26
CHEMBL1081747,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Cl)cc3F)C2)n1C,6.299997602857746,6.2333315054100025,6.0,6.399996913372259,3,0.20816498045665038,0.3999969133722594,Moderate,1,1,398.11,1000.0
CHEMBL1081867,Cn1c(SCCCN2C[C@@H]3C[C@]3(c3ccc(C(F)(F)F)cc3)C2)nnc1-c1ccnnc1,5.863951164060431,5.863951164060431,5.40000018605658,6.327902142064282,2,0.6561257653693074,0.9279019560077018,Moderate,2,1,470.0,3981.07
CHEMBL1081868,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(F)cc(C(F)(F)F)c3)C2)n1C,5.850000251941508,5.850000251941508,5.700000503883016,6.0,2,0.21213167805686645,0.2999994961169836,Low,1,1,1000.0,1995.26
CHEMBL1081869,Cc1ccc(C23CC2CN(CCCSc2nnc(-c4ocnc4C)n2C)C3)c(F)c1,5.200000237109354,5.2000000683287375,4.399999967876858,6.0,3,0.8000000160615841,1.600000032123142,High,1,1,1000.0,39810.72
CHEMBL1081934,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(OC(F)(F)F)c3)C2)n1C,6.099999086091016,6.099999086091016,6.0,6.199998172182031,2,0.141420063774829,0.1999981721820312,Low,1,1,630.96,1000.0
CHEMBL1081957,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cccc(C(F)(F)F)c3)C2)n1C,5.499999678657065,5.424999717167987,5.100000128334196,5.59999938302362,4,0.22173528078803245,0.4999992546894241,Moderate,2,2,2511.89,7943.28
CHEMBL1081966,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(OC(F)(F)F)cc3)C2)n1C,6.599997654072045,6.599995461155513,6.499996931948306,6.699991797446187,3,0.09999743276697413,0.1999948654978807,Low,1,1,199.53,316.23
CHEMBL1082106,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3ccc(Br)cc3)C2)n1C,6.299997602857746,6.266664517025512,6.0999990348465305,6.399996913372259,3,0.15275144103513016,0.2999978785257289,Low,1,1,398.11,794.33
CHEMBL1082111,Cc1ncoc1-c1nnc(SCCCN2CC3CC3(c3cc(C(F)(F)F)ccc3F)C2)n1C,5.40000018605658,5.433332867751743,5.0,5.899998417198648,3,0.4509241493774328,0.8999984171986481,Moderate,1,1,1258.93,10000.0
CHEMBL1082330,CN1c2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc2C(C(=O)NCO)CC1(C)C,7.397940008672037,7.397940008672037,7.397940008672037,7.397940008672037,1,0.0,0.0,Low,1,1,40.0,40.0
CHEMBL1082447,Cc1ccc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)c(C)n1,4.698970004336019,4.698970004336019,4.698970004336019,4.698970004336019,1,0.0,0.0,Low,1,1,20000.0,20000.0
CHEMBL1082488,Cc1cc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)nc(-c2ccccc2)n1,6.920818753952375,6.920818753952375,6.920818753952375,6.920818753952375,1,0.0,0.0,Low,1,1,120.0,120.0
CHEMBL1082489,COc1ncc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cn1,4.649751981665837,4.649751981665837,4.649751981665837,4.649751981665837,1,0.0,0.0,Low,1,1,22400.0,22400.0
CHEMBL1082496,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccccn3)ccc2c1,4.7447274948966935,4.7447274948966935,4.7447274948966935,4.7447274948966935,1,0.0,0.0,Low,1,1,18000.0,18000.0
CHEMBL1082606,Cc1nc(-c2cccnc2)sc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,5.221848749616356,5.221848749616356,5.221848749616356,5.221848749616356,1,0.0,0.0,Low,1,1,6000.0,6000.0
CHEMBL1082723,C[C@H]1Cc2c([nH]c3cc(Cl)c(F)cc23)[C@@]2(N1)C(=O)Nc1ccc(Cl)cc12,4.516555351901465,4.516555351901465,4.516555351901465,4.516555351901465,2,0.0,0.0,Low,2,2,30440.0,30440.0
CHEMBL1082781,Cc1ccc(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cn1,4.578396073130169,4.578396073130169,4.578396073130169,4.578396073130169,1,0.0,0.0,Low,1,1,26400.0,26400.0
CHEMBL1083025,CC1(C)CC(NC(=O)CCO)c2cc(-c3ccc(Cl)cc3)c(-c3ccc(Cl)cc3Cl)nc2O1,6.42021640338319,6.42021640338319,6.42021640338319,6.42021640338319,1,0.0,0.0,Low,1,1,380.0,380.0
CHEMBL1083118,CNC[C@@H](O)CCN1c2ccccc2N(c2cc(F)ccc2F)S1(=O)=O,4.886056647693163,4.886056647693163,4.886056647693163,4.886056647693163,1,0.0,0.0,Low,1,1,13000.0,13000.0
CHEMBL1083274,Cc1nc(C)c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)o1,4.3979400086720375,4.3979400086720375,4.3979400086720375,4.3979400086720375,1,0.0,0.0,Low,1,1,40000.0,40000.0
CHEMBL1083405,CC(C)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,5.195860567664649,5.195860567664649,5.195860567664649,5.195860567664649,1,0.0,0.0,Low,1,1,6370.0,6370.0
CHEMBL1083406,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccncc3)ccc2c1,4.552841968657781,4.552841968657781,4.552841968657781,4.552841968657781,1,0.0,0.0,Low,1,1,28000.0,28000.0
CHEMBL1083407,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc(Cl)nc3)ccc2c1,5.443697499232712,5.443697499232712,5.443697499232712,5.443697499232712,1,0.0,0.0,Low,1,1,3600.0,3600.0
CHEMBL1083409,CNC[C@@H](O)CCN1c2ccccc2N(c2ccccc2)S1(=O)=O,5.096910013008056,5.096910013008056,5.096910013008056,5.096910013008056,1,0.0,0.0,Low,1,1,8000.0,8000.0
CHEMBL1083425,Fc1ccc(C(Cc2ccccc2OC(F)F)N2CCNCC2)cc1,5.040005161671584,5.040005161671584,5.040005161671584,5.040005161671584,1,0.0,0.0,Low,1,1,9120.0,9120.0
CHEMBL1083426,Fc1ccccc1C(Cc1ccccc1OC(F)(F)F)N1CCNCC1,5.688246138944246,5.6422063181275535,5.119186407719209,6.119186407719209,3,0.5015872295280501,1.0,High,1,1,760.0,7600.0
CHEMBL1083427,Fc1cccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)c1,5.213958789757446,5.213958789757446,5.213958789757446,5.213958789757446,1,0.0,0.0,Low,1,1,6110.0,6110.0
CHEMBL1083429,CNC[C@@H](O)CCN1c2ccccc2N(c2c(F)cccc2F)S1(=O)=O,4.698970004336019,4.698970004336019,4.698970004336019,4.698970004336019,1,0.0,0.0,Low,1,1,20000.0,20000.0
CHEMBL1083447,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4nccnc4c3)ccc2c1,5.075720713938118,5.075720713938118,5.075720713938118,5.075720713938118,1,0.0,0.0,Low,1,1,8400.0,8400.0
CHEMBL1083448,C[C@@H]1CCCN1CCc1ccc2nc(-c3ccc4c(c3)COCO4)ccc2c1,5.443697499232712,5.443697499232712,5.443697499232712,5.443697499232712,1,0.0,0.0,Low,1,1,3600.0,3600.0
CHEMBL1083462,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(N(C)C)nn1,4.7447274948966935,4.7447274948966935,4.7447274948966935,4.7447274948966935,1,0.0,0.0,Low,1,1,18000.0,18000.0
CHEMBL1083463,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)cnn1-c1ccc(Cl)c(Cl)c1,6.221848749616356,6.221848749616356,6.221848749616356,6.221848749616356,1,0.0,0.0,Low,1,1,600.0,600.0
CHEMBL1083562,C[C@@H]1CCCN1CCc1ccc2nc(-c3nc4ccccc4s3)ccc2c1,5.698970004336019,5.698970004336019,5.698970004336019,5.698970004336019,1,0.0,0.0,Low,1,1,2000.0,2000.0
CHEMBL1083646,C[C@@H](O)C(=O)NC1CC(C)(C)Oc2nc(-c3ccc(Cl)cc3Cl)c(-c3ccc(Cl)cc3)cc21,6.920818753952375,6.920818753952375,6.920818753952375,6.920818753952375,1,0.0,0.0,Low,1,1,120.0,120.0
CHEMBL1083705,c1ccc(C(Cc2ccccc2OC2CC2)N2CCNCC2)cc1,5.1938200260161125,5.1938200260161125,5.1938200260161125,5.1938200260161125,1,0.0,0.0,Low,1,1,6400.0,6400.0
CHEMBL1083706,c1ccc(C(Cc2ccccc2OCC2CC2)N2CCNCC2)cc1,5.528708288941061,5.528708288941061,5.528708288941061,5.528708288941061,1,0.0,0.0,Low,1,1,2960.0,2960.0
CHEMBL1083707,c1ccc(C(Cc2cccc3c2OCC3)N2CCNCC2)cc1,4.669586226650809,4.669586226650809,4.669586226650809,4.669586226650809,1,0.0,0.0,Low,1,1,21400.0,21400.0
CHEMBL1083708,FC(F)Oc1ccccc1CC(c1ccccc1)N1CCNCC1,4.896196279044043,4.8940403568470785,4.815308569182402,4.97061622231479,3,0.07767626909656632,0.1553076531323887,Low,1,1,10700.0,15300.0
CHEMBL1083750,Cn1nccc1-c1cc(NC(=O)c2ccc(F)cc2F)ccc1OCCN1CCOCC1,5.3872161432802645,5.3872161432802645,5.3872161432802645,5.3872161432802645,1,0.0,0.0,Low,1,1,4100.0,4100.0
CHEMBL1083787,O=C(NCCCCN1CCCCC1)Nc1ccc(-c2ccc(F)cc2)nc1,5.886056647693163,5.886056647693163,5.886056647693163,5.886056647693163,1,0.0,0.0,Low,1,1,1300.0,1300.0
CHEMBL1083999,CN(C)CCCCc1ccc(C(C)(C)C)cc1,5.1249387366083,5.1249387366083,5.1249387366083,5.1249387366083,1,0.0,0.0,Low,1,1,7500.0,7500.0
CHEMBL1084000,CN(C)CCCCc1ccc(C2(C)COC2)cc1,4.455931955649724,4.455931955649724,4.455931955649724,4.455931955649724,1,0.0,0.0,Low,1,1,35000.0,35000.0
CHEMBL1084033,Fc1ccc(C(Cc2ccccc2OC(F)(F)F)N2CCNCC2)cc1,5.094204119632131,5.138507295598576,5.015922966097169,5.305394801066431,3,0.14973498041758102,0.28947183496926154,Low,1,1,4950.0,9640.0
CHEMBL1084132,c1ccc(N2CCN(CC3CCCCN3)C2)cc1,4.800000052738446,4.800000052738446,4.800000052738446,4.800000052738446,1,0.0,0.0,Low,1,1,15848.93,15848.93
CHEMBL1084294,C[C@@H]1CCCN1CCc1ccc2nc(-c3csc(-c4cc(Cl)nc(Cl)c4)n3)ccc2c1,4.690369832574102,4.690369832574102,4.690369832574102,4.690369832574102,1,0.0,0.0,Low,1,1,20400.0,20400.0
CHEMBL1084309,Fc1ccccc1C(Cc1ccccc1OC(F)F)N1CCNCC1,5.187086643357144,5.187086643357144,5.187086643357144,5.187086643357144,1,0.0,0.0,Low,1,1,6500.0,6500.0
CHEMBL1084314,Cc1n[nH]cc1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,4.7544873321858505,4.7544873321858505,4.7544873321858505,4.7544873321858505,1,0.0,0.0,Low,1,1,17600.0,17600.0
CHEMBL1084383,Cc1c(-c2ccc3cc(CCN4CCC[C@H]4C)ccc3n2)sc2ncnn12,5.552841968657781,5.552841968657781,5.552841968657781,5.552841968657781,1,0.0,0.0,Low,1,1,2800.0,2800.0
CHEMBL1084384,C[C@@H]1CCCN1CCc1ccc2nc(-c3cn4c(n3)SCC4)ccc2c1,4.3979400086720375,4.3979400086720375,4.3979400086720375,4.3979400086720375,1,0.0,0.0,Low,1,1,40000.0,40000.0
CHEMBL1084385,Cc1nc2ccccn2c1-c1ccc2cc(CCN3CCC[C@H]3C)ccc2n1,5.096910013008056,5.096910013008056,5.096910013008056,5.096910013008056,1,0.0,0.0,Low,1,1,8000.0,8000.0
