molecule_chembl_id,number_of_measurements,mean_pIC50,median_pIC50,min_pIC50,max_pIC50,std_pIC50,mean_IC50_nM,min_IC50_nM,max_IC50_nM,unique_assays,unique_documents,unique_SMILES,pIC50_range,variability,multiple_assays,multiple_documents,multiple_SMILES
CHEMBL4109584,3,4.346787486224656,4.346787486224656,4.346787486224656,4.346787486224656,0.0,45000.0,45000.0,45000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4110224,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4110242,3,4.214670164989233,4.214670164989233,4.214670164989233,4.214670164989233,0.0,61000.0,61000.0,61000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4110286,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4110770,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4111714,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4112037,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4112585,3,4.337242168318426,4.337242168318426,4.337242168318426,4.337242168318426,0.0,46000.0,46000.0,46000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4112608,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4113428,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4113741,3,4.494850021680094,4.494850021680094,4.494850021680094,4.494850021680094,0.0,32000.0,32000.0,32000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4114280,3,4.346787486224656,4.346787486224656,4.346787486224656,4.346787486224656,0.0,45000.0,45000.0,45000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4115295,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL4115594,3,4.154901959985743,4.154901959985743,4.154901959985743,4.154901959985743,0.0,70000.0,70000.0,70000.0,3,3,1,0.0,Low,True,True,False
CHEMBL472363,3,6.251811972993799,6.251811972993799,6.251811972993799,6.251811972993799,0.0,560.0,560.0,560.0,3,3,1,0.0,Low,True,True,False
CHEMBL5400175,3,5.356547323513812,5.356547323513812,5.356547323513812,5.356547323513812,0.0,4400.0,4400.0,4400.0,3,3,1,0.0,Low,True,True,False
CHEMBL550818,3,7.5376020021010435,7.537602002101044,7.537602002101044,7.537602002101044,0.0,29.0,29.0,29.0,3,3,1,0.0,Low,True,True,False
CHEMBL556450,3,6.092051478387727,6.092051478387727,6.092051478387727,6.092051478387727,0.0,809.0,809.0,809.0,3,3,1,0.0,Low,True,True,False
CHEMBL560177,3,5.499999678657065,5.499999678657065,5.499999678657065,5.499999678657065,0.0,3162.28,3162.28,3162.28,3,3,1,0.0,Low,True,True,False
CHEMBL5741566,3,4.638272163982407,4.638272163982407,4.638272163982407,4.638272163982407,0.0,23000.0,23000.0,23000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5741828,3,5.552841968657781,5.552841968657781,5.552841968657781,5.552841968657781,0.0,2800.0,2800.0,2800.0,3,3,1,0.0,Low,True,True,False
CHEMBL5743400,3,5.376750709602099,5.376750709602099,5.376750709602099,5.376750709602099,0.0,4200.0,4200.0,4200.0,3,3,1,0.0,Low,True,True,False
CHEMBL5743773,3,4.721246399047171,4.721246399047171,4.721246399047171,4.721246399047171,0.0,19000.0,19000.0,19000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5749111,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5750839,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5752521,3,5.309803919971486,5.309803919971486,5.309803919971486,5.309803919971486,0.0,4900.0,4900.0,4900.0,3,3,1,0.0,Low,True,True,False
CHEMBL5755360,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5760349,3,5.337242168318426,5.337242168318426,5.337242168318426,5.337242168318426,0.0,4600.0,4600.0,4600.0,3,3,1,0.0,Low,True,True,False
CHEMBL5765975,3,5.004364805402449,5.004364805402449,5.004364805402449,5.004364805402449,0.0,9900.0,9900.0,9900.0,3,3,1,0.0,Low,True,True,False
CHEMBL5766240,3,5.0,5.0,5.0,5.0,0.0,10000.0,10000.0,10000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5772929,3,5.698970004336019,5.698970004336019,5.698970004336019,5.698970004336019,0.0,2000.0,2000.0,2000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5775252,3,5.301029995663981,5.301029995663981,5.301029995663981,5.301029995663981,0.0,5000.0,5000.0,5000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5775436,3,5.3979400086720375,5.3979400086720375,5.3979400086720375,5.3979400086720375,0.0,4000.0,4000.0,4000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5785143,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5786268,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5787351,3,5.180456064458131,5.180456064458131,5.180456064458131,5.180456064458131,0.0,6600.0,6600.0,6600.0,3,3,1,0.0,Low,True,True,False
CHEMBL5787584,3,4.3979400086720375,4.3979400086720375,4.3979400086720375,4.3979400086720375,0.0,40000.0,40000.0,40000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5788221,3,5.366531544420414,5.366531544420413,5.366531544420413,5.366531544420413,0.0,4300.0,4300.0,4300.0,3,3,1,0.0,Low,True,True,False
CHEMBL5789323,3,4.698970004336019,4.698970004336019,4.698970004336019,4.698970004336019,0.0,20000.0,20000.0,20000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5792644,3,5.142667503568731,5.142667503568731,5.142667503568731,5.142667503568731,0.0,7200.0,7200.0,7200.0,3,3,1,0.0,Low,True,True,False
CHEMBL5793973,3,5.214670164989233,5.214670164989233,5.214670164989233,5.214670164989233,0.0,6100.0,6100.0,6100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5794076,3,4.7447274948966935,4.7447274948966935,4.7447274948966935,4.7447274948966935,0.0,18000.0,18000.0,18000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5796450,3,5.619788758288394,5.619788758288394,5.619788758288394,5.619788758288394,0.0,2400.0,2400.0,2400.0,3,3,1,0.0,Low,True,True,False
CHEMBL5799995,3,5.236572006437063,5.236572006437063,5.236572006437063,5.236572006437063,0.0,5800.0,5800.0,5800.0,3,3,1,0.0,Low,True,True,False
CHEMBL5802422,3,5.221848749616356,5.221848749616356,5.221848749616356,5.221848749616356,0.0,6000.0,6000.0,6000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5804138,3,5.568636235841012,5.568636235841012,5.568636235841012,5.568636235841012,0.0,2700.0,2700.0,2700.0,3,3,1,0.0,Low,True,True,False
CHEMBL5806385,3,5.267606240177031,5.267606240177031,5.267606240177031,5.267606240177031,0.0,5400.0,5400.0,5400.0,3,3,1,0.0,Low,True,True,False
CHEMBL5806518,3,5.494850021680094,5.494850021680094,5.494850021680094,5.494850021680094,0.0,3200.0,3200.0,3200.0,3,3,1,0.0,Low,True,True,False
CHEMBL5808293,3,5.026872146400301,5.026872146400301,5.026872146400301,5.026872146400301,0.0,9400.0,9400.0,9400.0,3,3,1,0.0,Low,True,True,False
CHEMBL5812119,3,4.943095148663527,4.943095148663527,4.943095148663527,4.943095148663527,0.0,11400.0,11400.0,11400.0,3,3,1,0.0,Low,True,True,False
CHEMBL5818403,3,5.113509274827518,5.113509274827518,5.113509274827518,5.113509274827518,0.0,7700.0,7700.0,7700.0,3,3,1,0.0,Low,True,True,False
CHEMBL5821554,3,5.251811972993799,5.251811972993799,5.251811972993799,5.251811972993799,0.0,5600.0,5600.0,5600.0,3,3,1,0.0,Low,True,True,False
CHEMBL5821714,3,5.346787486224656,5.346787486224656,5.346787486224656,5.346787486224656,0.0,4500.0,4500.0,4500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5824583,3,6.259637310505756,6.259637310505756,6.259637310505756,6.259637310505756,0.0,550.0,550.0,550.0,3,3,1,0.0,Low,True,True,False
CHEMBL5825800,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5830899,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5832006,3,5.301029995663981,5.301029995663981,5.301029995663981,5.301029995663981,0.0,5000.0,5000.0,5000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5832261,3,5.236572006437063,5.236572006437063,5.236572006437063,5.236572006437063,0.0,5800.0,5800.0,5800.0,3,3,1,0.0,Low,True,True,False
CHEMBL5834106,3,5.301029995663981,5.301029995663981,5.301029995663981,5.301029995663981,0.0,5000.0,5000.0,5000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5837180,3,5.508638306165726,5.508638306165727,5.508638306165727,5.508638306165727,0.0,3100.0,3100.0,3100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5839498,3,5.568636235841012,5.568636235841012,5.568636235841012,5.568636235841012,0.0,2700.0,2700.0,2700.0,3,3,1,0.0,Low,True,True,False
CHEMBL5841669,3,5.221848749616356,5.221848749616356,5.221848749616356,5.221848749616356,0.0,6000.0,6000.0,6000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5846320,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5846746,3,5.568636235841012,5.568636235841012,5.568636235841012,5.568636235841012,0.0,2700.0,2700.0,2700.0,3,3,1,0.0,Low,True,True,False
CHEMBL5849595,3,5.552841968657781,5.552841968657781,5.552841968657781,5.552841968657781,0.0,2800.0,2800.0,2800.0,3,3,1,0.0,Low,True,True,False
CHEMBL5850263,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5850426,3,5.060480747381382,5.060480747381382,5.060480747381382,5.060480747381382,0.0,8700.0,8700.0,8700.0,3,3,1,0.0,Low,True,True,False
CHEMBL5855181,3,5.387216143280265,5.3872161432802645,5.3872161432802645,5.3872161432802645,0.0,4100.0,4100.0,4100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5860863,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5861408,3,5.200659450546418,5.200659450546418,5.200659450546418,5.200659450546418,0.0,6300.0,6300.0,6300.0,3,3,1,0.0,Low,True,True,False
CHEMBL5869828,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5871237,3,5.585026652029182,5.585026652029182,5.585026652029182,5.585026652029182,0.0,2600.0,2600.0,2600.0,3,3,1,0.0,Low,True,True,False
CHEMBL5874010,3,5.42021640338319,5.42021640338319,5.42021640338319,5.42021640338319,0.0,3800.0,3800.0,3800.0,3,3,1,0.0,Low,True,True,False
CHEMBL5874469,3,5.214670164989233,5.214670164989233,5.214670164989233,5.214670164989233,0.0,6100.0,6100.0,6100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5886475,3,5.4685210829577455,5.468521082957745,5.468521082957745,5.468521082957745,0.0,3400.0,3400.0,3400.0,3,3,1,0.0,Low,True,True,False
CHEMBL5890757,3,6.259637310505756,6.259637310505756,6.259637310505756,6.259637310505756,0.0,550.0,550.0,550.0,3,3,1,0.0,Low,True,True,False
CHEMBL5892384,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5900752,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5902781,3,5.5376020021010435,5.537602002101044,5.537602002101044,5.537602002101044,0.0,2900.0,2900.0,2900.0,3,3,1,0.0,Low,True,True,False
CHEMBL5908705,3,5.387216143280265,5.3872161432802645,5.3872161432802645,5.3872161432802645,0.0,4100.0,4100.0,4100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5912040,3,5.356547323513812,5.356547323513812,5.356547323513812,5.356547323513812,0.0,4400.0,4400.0,4400.0,3,3,1,0.0,Low,True,True,False
CHEMBL5926142,3,5.09151498112135,5.09151498112135,5.09151498112135,5.09151498112135,0.0,8100.0,8100.0,8100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5926234,3,5.275724130399211,5.275724130399211,5.275724130399211,5.275724130399211,0.0,5300.0,5300.0,5300.0,3,3,1,0.0,Low,True,True,False
CHEMBL5926652,3,5.366531544420414,5.366531544420413,5.366531544420413,5.366531544420413,0.0,4300.0,4300.0,4300.0,3,3,1,0.0,Low,True,True,False
CHEMBL5927233,3,5.1487416512809245,5.1487416512809245,5.1487416512809245,5.1487416512809245,0.0,7100.0,7100.0,7100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5927490,3,5.366531544420414,5.366531544420413,5.366531544420413,5.366531544420413,0.0,4300.0,4300.0,4300.0,3,3,1,0.0,Low,True,True,False
CHEMBL5930565,3,5.292429823902063,5.292429823902063,5.292429823902063,5.292429823902063,0.0,5100.0,5100.0,5100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5933849,3,5.2839966563652006,5.2839966563652006,5.2839966563652006,5.2839966563652006,0.0,5200.0,5200.0,5200.0,3,3,1,0.0,Low,True,True,False
CHEMBL5933859,3,5.585026652029182,5.585026652029182,5.585026652029182,5.585026652029182,0.0,2600.0,2600.0,2600.0,3,3,1,0.0,Low,True,True,False
CHEMBL5934302,3,5.318758762624412,5.318758762624412,5.318758762624412,5.318758762624412,0.0,4800.0,4800.0,4800.0,3,3,1,0.0,Low,True,True,False
CHEMBL5936875,3,5.229147988357855,5.229147988357855,5.229147988357855,5.229147988357855,0.0,5900.0,5900.0,5900.0,3,3,1,0.0,Low,True,True,False
CHEMBL5943322,3,5.455931955649724,5.455931955649724,5.455931955649724,5.455931955649724,0.0,3500.0,3500.0,3500.0,3,3,1,0.0,Low,True,True,False
CHEMBL5952392,3,5.4089353929735005,5.4089353929735005,5.4089353929735005,5.4089353929735005,0.0,3900.0,3900.0,3900.0,3,3,1,0.0,Low,True,True,False
CHEMBL5954593,3,5.4089353929735005,5.4089353929735005,5.4089353929735005,5.4089353929735005,0.0,3900.0,3900.0,3900.0,3,3,1,0.0,Low,True,True,False
CHEMBL5959655,3,4.958607314841775,4.958607314841775,4.958607314841775,4.958607314841775,0.0,11000.0,11000.0,11000.0,3,3,1,0.0,Low,True,True,False
CHEMBL5965551,3,5.292429823902063,5.292429823902063,5.292429823902063,5.292429823902063,0.0,5100.0,5100.0,5100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5967894,3,5.387216143280265,5.3872161432802645,5.3872161432802645,5.3872161432802645,0.0,4100.0,4100.0,4100.0,3,3,1,0.0,Low,True,True,False
CHEMBL5969609,3,5.318758762624412,5.318758762624412,5.318758762624412,5.318758762624412,0.0,4800.0,4800.0,4800.0,3,3,1,0.0,Low,True,True,False
CHEMBL5970123,3,5.142667503568731,5.142667503568731,5.142667503568731,5.142667503568731,0.0,7200.0,7200.0,7200.0,3,3,1,0.0,Low,True,True,False
CHEMBL5972799,3,5.376750709602099,5.376750709602099,5.376750709602099,5.376750709602099,0.0,4200.0,4200.0,4200.0,3,3,1,0.0,Low,True,True,False
CHEMBL5973051,3,5.267606240177031,5.267606240177031,5.267606240177031,5.267606240177031,0.0,5400.0,5400.0,5400.0,3,3,1,0.0,Low,True,True,False
CHEMBL5974706,3,5.4089353929735005,5.4089353929735005,5.4089353929735005,5.4089353929735005,0.0,3900.0,3900.0,3900.0,3,3,1,0.0,Low,True,True,False
CHEMBL5975525,3,5.376750709602099,5.376750709602099,5.376750709602099,5.376750709602099,0.0,4200.0,4200.0,4200.0,3,3,1,0.0,Low,True,True,False
CHEMBL5978538,3,5.017728766960431,5.017728766960431,5.017728766960431,5.017728766960431,0.0,9600.0,9600.0,9600.0,3,3,1,0.0,Low,True,True,False
CHEMBL5986354,3,6.259637310505756,6.259637310505756,6.259637310505756,6.259637310505756,0.0,550.0,550.0,550.0,3,3,1,0.0,Low,True,True,False
CHEMBL5988920,3,5.568636235841012,5.568636235841012,5.568636235841012,5.568636235841012,0.0,2700.0,2700.0,2700.0,3,3,1,0.0,Low,True,True,False
CHEMBL5991143,3,5.136677139879544,5.136677139879544,5.136677139879544,5.136677139879544,0.0,7300.0,7300.0,7300.0,3,3,1,0.0,Low,True,True,False
CHEMBL5998681,3,5.455931955649724,5.455931955649724,5.455931955649724,5.455931955649724,0.0,3500.0,3500.0,3500.0,3,3,1,0.0,Low,True,True,False
CHEMBL6004070,3,5.2441251443275085,5.2441251443275085,5.2441251443275085,5.2441251443275085,0.0,5700.0,5700.0,5700.0,3,3,1,0.0,Low,True,True,False
CHEMBL6004869,3,4.958607314841775,4.958607314841775,4.958607314841775,4.958607314841775,0.0,11000.0,11000.0,11000.0,3,3,1,0.0,Low,True,True,False
CHEMBL6006180,3,5.022276394711152,5.022276394711152,5.022276394711152,5.022276394711152,0.0,9500.0,9500.0,9500.0,3,3,1,0.0,Low,True,True,False
CHEMBL6007627,3,5.327902142064282,5.327902142064282,5.327902142064282,5.327902142064282,0.0,4700.0,4700.0,4700.0,3,3,1,0.0,Low,True,True,False
CHEMBL6007833,3,5.251811972993799,5.251811972993799,5.251811972993799,5.251811972993799,0.0,5600.0,5600.0,5600.0,3,3,1,0.0,Low,True,True,False
CHEMBL6011841,3,5.638272163982407,5.638272163982407,5.638272163982407,5.638272163982407,0.0,2300.0,2300.0,2300.0,3,3,1,0.0,Low,True,True,False
CHEMBL6013533,3,5.1487416512809245,5.1487416512809245,5.1487416512809245,5.1487416512809245,0.0,7100.0,7100.0,7100.0,3,3,1,0.0,Low,True,True,False
CHEMBL6016064,3,6.259637310505756,6.259637310505756,6.259637310505756,6.259637310505756,0.0,550.0,550.0,550.0,3,3,1,0.0,Low,True,True,False
CHEMBL6016138,3,5.154901959985743,5.154901959985743,5.154901959985743,5.154901959985743,0.0,7000.0,7000.0,7000.0,3,3,1,0.0,Low,True,True,False
CHEMBL6016292,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL6020463,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL6021270,3,4.721246399047171,4.721246399047171,4.721246399047171,4.721246399047171,0.0,19000.0,19000.0,19000.0,3,3,1,0.0,Low,True,True,False
CHEMBL6025725,3,4.552841968657781,4.552841968657781,4.552841968657781,4.552841968657781,0.0,28000.0,28000.0,28000.0,3,3,1,0.0,Low,True,True,False
CHEMBL6029215,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL6039551,3,5.086186147616283,5.086186147616283,5.086186147616283,5.086186147616283,0.0,8200.0,8200.0,8200.0,3,3,1,0.0,Low,True,True,False
CHEMBL6051179,3,5.259637310505756,5.259637310505756,5.259637310505756,5.259637310505756,0.0,5500.0,5500.0,5500.0,3,3,1,0.0,Low,True,True,False
CHEMBL6051199,3,5.443697499232712,5.443697499232712,5.443697499232712,5.443697499232712,0.0,3600.0,3600.0,3600.0,3,3,1,0.0,Low,True,True,False
CHEMBL6052945,3,4.860120913598763,4.860120913598763,4.860120913598763,4.860120913598763,0.0,13800.0,13800.0,13800.0,3,3,1,0.0,Low,True,True,False
CHEMBL6054685,3,5.267606240177031,5.267606240177031,5.267606240177031,5.267606240177031,0.0,5400.0,5400.0,5400.0,3,3,1,0.0,Low,True,True,False
CHEMBL6056553,3,5.0,5.0,5.0,5.0,0.0,10000.0,10000.0,10000.0,3,3,1,0.0,Low,True,True,False
CHEMBL60796,3,9.0,9.0,9.0,9.0,0.0,1.0,1.0,1.0,3,3,1,0.0,Low,True,True,False
CHEMBL94664,3,6.699991797446187,6.699991797446187,6.699991797446187,6.699991797446187,0.0,199.53,199.53,199.53,3,3,1,0.0,Low,True,True,False
CHEMBL271127,2,3.594993576446138,3.594993576446138,0.2700000000002038,6.919987152892072,4.702251010613263,268515958.3,120.23,537031796.37,1,1,1,6.649987152891868,High,False,False,False
CHEMBL5944633,2,6.952939202079719,6.952939202079719,4.7447274948966935,9.161150909262744,3.1228829448892803,9000.345,0.69,18000.0,2,2,1,4.416423414366051,High,True,True,False
CHEMBL4749445,2,6.682258126592544,6.682258126592544,4.568636235841013,8.795880017344075,2.9891127436294798,13500.8,1.6,27000.0,2,2,1,4.227243781503062,High,True,True,False
CHEMBL3954438,2,5.9830168577103775,5.9830168577103775,3.8696662315049934,8.096367483915762,2.9887291176293274,67504.005,8.01,135000.0,2,2,1,4.226701252410768,High,True,True,False
CHEMBL4777139,2,6.940372055361031,6.940372055361031,4.853871964321762,9.0268721464003,2.9507567266404324,7000.47,0.94,14000.0,2,2,1,4.173000182078539,High,True,True,False
CHEMBL4754652,2,6.853871964321762,6.853871964321762,4.853871964321762,8.853871964321762,2.8284271247461903,7000.7,1.4,14000.0,2,2,1,4.0,High,True,True,False
CHEMBL6009034,2,7.096943944915454,7.096943944915454,5.102372908709558,9.09151498112135,2.8207494105189355,3950.405,0.81,7900.0,2,2,1,3.9891420724117914,High,True,True,False
CHEMBL4754747,2,6.470029055969023,6.470029055969023,4.552841968657781,8.387216143280265,2.7113119804821295,14002.05,4.1,28000.0,2,2,1,3.834374174622484,High,True,True,False
CHEMBL3927856,2,6.181807210316995,6.181807210316995,4.279014255846261,8.08460016478773,2.6909556026004844,26304.115,8.23,52600.0,2,2,1,3.8055859089414694,High,True,True,False
CHEMBL5787348,2,6.771816983435478,6.771816983435478,4.886056647693163,8.657577319177793,2.6668678421920236,6501.1,2.2,13000.0,2,2,1,3.7715206714846303,High,True,True,False
CHEMBL5985085,2,6.955047444280301,6.955047444280301,5.086186147616283,8.823908740944319,2.642968991936422,4100.75,1.5,8200.0,2,2,1,3.7377225933280354,High,True,True,False
CHEMBL1223951,2,7.368774455134785,7.368774455134785,5.522878745280337,9.214670164989233,2.6104907476024715,1500.305,0.61,3000.0,2,2,1,3.6917914197088955,High,True,True,False
CHEMBL5810295,2,6.727346441767088,6.727346441767088,4.886056647693163,8.568636235841012,2.6039769990385073,6501.35,2.7,13000.0,2,2,1,3.682579588147849,High,True,True,False
CHEMBL214731,2,6.610924374808178,6.610924374808178,4.823908740944319,8.397940008672037,2.5272217455830233,7502.0,4.0,15000.0,2,2,1,3.574031267727719,High,True,True,False
CHEMBL4797729,2,6.69466991845506,6.69466991845506,4.920818753952375,8.468521082957745,2.508604374471005,6001.7,3.4,12000.0,2,2,1,3.5477023290053697,High,True,True,False
CHEMBL6008411,2,7.1164220669589096,7.1164220669589096,5.346787486224656,8.886056647693163,2.502641224518807,2250.65,1.3,4500.0,2,2,1,3.539269161468507,High,True,True,False
CHEMBL4780699,2,6.796900288168343,6.796900288168343,5.040958607678906,8.55284196865778,2.483276539284366,4551.4,2.8,9100.0,2,2,1,3.5118833609788744,High,True,True,False
CHEMBL5777517,2,6.548455006504028,6.548455006504028,4.795880017344075,8.301029995663981,2.4785153187458855,8002.5,5.0,16000.0,2,2,1,3.5051499783199063,High,True,True,False
CHEMBL5746935,2,6.420818753952375,6.420818753952375,4.698970004336019,8.142667503568731,2.435061854062606,10003.6,7.2,20000.0,2,2,1,3.4436974992327123,High,True,True,False
CHEMBL5783757,2,6.903437700822769,6.903437700822769,5.187086643357144,8.619788758288394,2.4272869432612896,3251.2,2.4,6500.0,2,2,1,3.4327021149312493,High,True,True,False
CHEMBL5864206,2,6.7158991379665025,6.7158991379665025,5.0,8.431798275933005,2.4266478325765304,5001.85,3.7,10000.0,2,2,1,3.431798275933005,High,True,True,False
CHEMBL5887380,2,6.33519937582174,6.33519937582174,4.619788758288394,8.050609993355087,2.425956960354465,12004.45,8.9,24000.0,2,2,1,3.430821235066693,High,True,True,False
CHEMBL5931292,2,7.086315363473087,7.086315363473087,5.376750709602099,8.795880017344075,2.417689519258017,2100.8,1.6,4200.0,2,2,1,3.4191293077419758,High,True,True,False
CHEMBL4758424,2,6.976752417832646,6.976752417832646,5.275724130399211,8.67778070526608,2.405617274068643,2651.05,2.1,5300.0,2,2,1,3.4020565748668696,High,True,True,False
CHEMBL6018540,2,6.465350993942235,6.465350993942235,4.769551078621726,8.161150909262744,2.39822323931741,8503.45,6.9,17000.0,2,2,1,3.3915998306410184,High,True,True,False
CHEMBL4751971,2,6.550363406341198,6.550363406341198,4.886056647693163,8.214670164989233,2.3536851900292564,6503.05,6.1,13000.0,2,2,1,3.32861351729607,High,True,True,False
CHEMBL5884532,2,6.761294656046374,6.761294656046374,5.102372908709558,8.42021640338319,2.346069633999398,3951.9,3.8,7900.0,2,2,1,3.3178434946736317,High,True,True,False
CHEMBL4743256,2,6.926316446103106,6.926316446103106,5.267606240177031,8.585026652029182,2.3457704692673254,2701.3,2.6,5400.0,2,2,1,3.317420411852151,High,True,True,False
CHEMBL3897632,2,6.651352192212188,6.651352192212188,5.0195421077239,8.283162276700475,2.307727952700522,4782.605,5.21,9560.0,2,2,1,3.2636201689765745,High,True,True,False
CHEMBL4759597,2,6.676015270818514,6.676015270818514,5.107905397309519,8.244125144327509,2.217642250407579,3902.85,5.7,7800.0,2,2,1,3.1362197470179893,High,True,True,False
CHEMBL4787725,2,6.451892707326797,6.451892707326797,4.886056647693163,8.017728766960431,2.2144265919867316,6504.8,9.6,13000.0,2,2,1,3.131672119267268,High,True,True,False
CHEMBL53321,2,4.205317024780754,4.205317024780754,2.7000000010815404,5.710634048479968,2.12883975058653,998604.655,1947.0,1995262.31,2,2,1,3.010634047398428,High,True,True,False
CHEMBL52794,2,3.8409943014884838,3.8409943014884838,2.33999999963408,5.341988603342887,2.122726498727233,2287715.95,4550.0,4570881.9,2,2,1,3.0019886037088073,High,True,True,False
CHEMBL216680,2,5.8214816209598865,5.8214816209598865,4.321481620959886,7.3214816209598865,2.121320343559643,23873.85,47.7,47700.0,2,2,1,3.000000000000001,High,True,True,False
CHEMBL502835,2,7.085026652029182,7.085026652029182,5.585026652029182,8.585026652029182,2.1213203435596424,1301.3,2.6,2600.0,2,2,1,3.0,High,True,True,False
CHEMBL532,2,5.9089353929735005,5.9089353929735005,4.4089353929735005,7.4089353929735005,2.1213203435596424,19519.5,39.0,39000.0,2,2,1,3.0,High,True,True,False
